Eleccion,,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017
,,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct
Denominacion,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA FRENTE PARA LA VICTORIA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),CAMBIEMOS,ELECTORES,VOTANTES,VOTOS BLANCOS,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA FRENTE PARA LA VICTORIA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),CAMBIEMOS,ELECTORES,VOTANTES,VOTOS BLANCOS,1PAIS,CAMBIEMOS,ELECTORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,UNIDAD CIUDADANA,VOTANTES,VOTOS BLANCOS,1PAIS,CAMBIEMOS,ELECTORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,UNIDAD CIUDADANA,VOTANTES,VOTOS BLANCOS,1PAIS,CAMBIEMOS,ELECTORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,UNIDAD CIUDADANA,VOTANTES,VOTOS BLANCOS,1PAIS,CAMBIEMOS,ELECTORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,UNIDAD CIUDADANA,VOTANTES,VOTOS BLANCOS
dpto_merger_str,PROV_REF_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pila,2,22.0,946.0,599.0,674.0,3011.0,2628.0,340.0,0.00837138508371385,0.3599695585996956,0.22792998477929985,0.256468797564688,1.145738203957382,1.0,0.1293759512937595,202.0,1218.0,3152.0,35.0,46.0,951.0,2648.0,160.0,0.07628398791540786,0.45996978851963743,1.190332326283988,0.013217522658610271,0.017371601208459216,0.35913897280966767,1.0,0.06042296072507553,366.0,935.0,3164.0,21.0,42.0,830.0,2464.0,173.0,0.14853896103896103,0.3794642857142857,1.2840909090909092,0.008522727272727272,0.017045454545454544,0.33685064935064934,1.0,0.07021103896103896
pilar,2,5715.0,60469.0,28028.0,58961.0,216510.0,174708.0,15515.0,0.0327117247063672,0.34611465988964446,0.160427685051629,0.33748311468278497,1.2392678068548664,1.0,0.08880532087826545,17933.0,74560.0,241085.0,7706.0,7602.0,62384.0,182295.0,7242.0,0.09837351545571738,0.4090073781507995,1.3224992457280782,0.042272141309416054,0.04170163745577224,0.3422145423626539,1.0,0.039726816423928245,22668.0,54630.0,228724.0,4753.0,8668.0,56353.0,162354.0,8719.0,0.13962082855981375,0.33648693595476553,1.4087980585633861,0.029275533710287398,0.053389506880027596,0.3470995479014992,1.0,0.05370363526614681
pinamar,2,493.0,4061.0,2752.0,7330.0,25362.0,17689.0,1969.0,0.02787042794957318,0.22957770365764035,0.15557691220532535,0.4143818192096783,1.4337724009271298,1.0,0.1113121148736503,1880.0,8806.0,27498.0,643.0,909.0,4098.0,18992.0,1000.0,0.09898904802021904,0.46366891322662174,1.4478727885425442,0.033856360572872786,0.047862257792754846,0.21577506318449874,1.0,0.05265374894692502,2497.0,6856.0,27558.0,360.0,965.0,3782.0,16600.0,787.0,0.15042168674698794,0.4130120481927711,1.660120481927711,0.021686746987951807,0.058132530120481925,0.2278313253012048,1.0,0.04740963855421687
presidente peron,2,1814.0,19352.0,12390.0,7499.0,59376.0,49167.0,5696.0,0.03689466512091443,0.39359733154351495,0.25199829153700654,0.15252099985762807,1.2076392702422356,1.0,0.11585006203347774,7885.0,11920.0,65228.0,2534.0,2999.0,21183.0,50315.0,3002.0,0.15671270992745703,0.23690748285799462,1.296392725827288,0.05036271489615423,0.059604491702275664,0.4210076517936997,1.0,0.059664116068766766,8926.0,8142.0,61582.0,1653.0,2871.0,16957.0,45167.0,3992.0,0.19762215777005335,0.18026435229260301,1.3634290521841168,0.03659751588549162,0.06356410653795913,0.37542896362388467,1.0,0.0883831115637523
puan,2,271.0,2447.0,1113.0,6116.0,14299.0,11025.0,1170.0,0.024580498866213153,0.2219501133786848,0.10095238095238095,0.5547392290249433,1.2969614512471654,1.0,0.10612244897959183,1116.0,6853.0,14433.0,543.0,397.0,1549.0,10388.0,345.0,0.10743165190604544,0.6597035040431267,1.3893916056988833,0.05227185213708125,0.0382171736619176,0.14911436272622255,1.0,0.033211397766653834,1263.0,5569.0,14433.0,399.0,425.0,1416.0,9669.0,433.0,0.13062364256903505,0.5759644223808046,1.4927086565311822,0.04126590133416072,0.04395490743613611,0.14644740924604405,1.0,0.04478229392905161
punta indio,2,144.0,2575.0,617.0,2629.0,8723.0,6595.0,923.0,0.021834723275208492,0.3904473085670963,0.0935557240333586,0.3986353297952995,1.3226686884003032,1.0,0.13995451099317666,411.0,3719.0,9521.0,256.0,154.0,2470.0,7535.0,370.0,0.05454545454545454,0.4935633709356337,1.2635700066357,0.03397478433974784,0.020437956204379562,0.3278035832780358,1.0,0.0491041804910418,516.0,3263.0,9521.0,169.0,174.0,2285.0,7141.0,320.0,0.07225878728469402,0.4569388040890632,1.3332866545301778,0.023666153199831955,0.024366335247164264,0.319983195630864,1.0,0.04481165102926761
quilmes,2,15413.0,125031.0,60153.0,109206.0,445232.0,337449.0,24371.0,0.04567505015572724,0.3705182116408702,0.17825804788279118,0.3236222362490332,1.319405302727227,1.0,0.0722212838088126,31492.0,139352.0,475649.0,20186.0,16521.0,138845.0,353556.0,8999.0,0.08907216961386598,0.394144067700732,1.3453286042380839,0.05709420855536322,0.046728099650408986,0.3927100657321612,1.0,0.025452827840568397,43133.0,108869.0,457884.0,13383.0,18927.0,116597.0,321139.0,14121.0,0.13431255624511504,0.33900896496532656,1.4258124986376615,0.041673543232058394,0.05893709577472683,0.36307331093389467,1.0,0.043971613538062955
ramallo,2,495.0,7278.0,3647.0,7177.0,26036.0,21360.0,2591.0,0.023174157303370788,0.3407303370786517,0.17073970037453184,0.336001872659176,1.2189138576779026,1.0,0.12130149812734083,3252.0,9963.0,27720.0,741.0,732.0,6606.0,20983.0,1268.0,0.1549826049659248,0.47481294381165706,1.321069437163418,0.03531430205404375,0.03488538340561407,0.314826287947386,1.0,0.06042987180098175,4986.0,7549.0,27378.0,475.0,602.0,5078.0,19891.0,1880.0,0.25066613041073854,0.37951837514453773,1.376401387562214,0.02388014680006033,0.03026494394449751,0.25529133779096075,1.0,0.09451510733497562
rauch,2,214.0,3750.0,645.0,4310.0,12274.0,10128.0,1490.0,0.02112954186413902,0.370260663507109,0.06368483412322275,0.42555292259083727,1.2118878357030016,1.0,0.1471169036334913,756.0,5774.0,13547.0,261.0,217.0,3535.0,10963.0,711.0,0.0689592264890997,0.5266806531059016,1.2357019064124783,0.023807352002189183,0.019793852047797135,0.32244823497217917,1.0,0.06485451062665329,1005.0,4338.0,13227.0,122.0,197.0,3376.0,10044.0,770.0,0.10005973715651136,0.43189964157706096,1.316905615292712,0.012146555157307845,0.019613699721226605,0.336121067303863,1.0,0.07666268418956591
rivadavia,2,104.0,1141.0,2869.0,5567.0,13233.0,10426.0,1302.0,0.00997506234413965,0.10943794360253213,0.27517744101285246,0.5339535775944754,1.2692307692307692,1.0,0.12488010742374832,2313.0,5596.0,13976.0,178.0,490.0,1714.0,11121.0,730.0,0.2079848934448341,0.5031921589785091,1.2567215178491142,0.01600575487815844,0.04406078590054851,0.15412283068069418,1.0,0.06564157899469472,2657.0,4480.0,13976.0,94.0,481.0,1614.0,10543.0,904.0,0.25201555534477854,0.42492649151095513,1.325618894052926,0.008915868348667363,0.04562268803945746,0.15308735653988428,1.0,0.0857440956084606
rojas,2,355.0,3133.0,3354.0,7230.0,19766.0,16187.0,1980.0,0.02193117934144684,0.19355037993451535,0.2072033112991907,0.44665472292580466,1.2211033545437697,1.0,0.12232038055229505,1902.0,8883.0,20344.0,364.0,589.0,3642.0,15888.0,873.0,0.1197129909365559,0.5591012084592145,1.2804632426988922,0.022910372608257804,0.03707200402819738,0.22922960725075528,1.0,0.05494712990936556,2817.0,6693.0,20012.0,200.0,531.0,3317.0,14844.0,919.0,0.18977364591754245,0.4508892481810833,1.3481541363513878,0.013473457289140393,0.035772029102667746,0.22345728914039342,1.0,0.06191053624360011
roque perez,2,126.0,2505.0,1432.0,2735.0,9682.0,7703.0,920.0,0.016357263403868623,0.3251979748150071,0.18590159678047513,0.3550564715046086,1.256912891081397,1.0,0.11943398675840582,1185.0,4000.0,10286.0,148.0,229.0,2215.0,8057.0,348.0,0.1470770758346779,0.49646270323941916,1.2766538413801662,0.018369120019858506,0.028422489760456745,0.27491622191882836,1.0,0.04319225518182947,1530.0,3717.0,10650.0,71.0,213.0,2101.0,7886.0,435.0,0.1940147096119706,0.4713416180573168,1.3504945472990109,0.009003296981993406,0.02700989094598022,0.266421506467157,1.0,0.05516104488967791
saavedra,2,300.0,4015.0,1953.0,5215.0,17678.0,13754.0,1194.0,0.02181183655663807,0.2919150792496728,0.14199505598371384,0.3791624254762251,1.285298822160826,1.0,0.08681110949541951,1641.0,7281.0,18253.0,414.0,430.0,3248.0,13750.0,432.0,0.11934545454545455,0.5295272727272727,1.327490909090909,0.03010909090909091,0.03127272727272727,0.23621818181818183,1.0,0.03141818181818182,1852.0,6567.0,18272.0,268.0,518.0,2973.0,13468.0,516.0,0.1375111375111375,0.4876002376002376,1.3566973566973568,0.0198990198990199,0.038461538461538464,0.22074547074547074,1.0,0.03831303831303831
saladillo,2,513.0,5033.0,2375.0,10398.0,26889.0,21451.0,3291.0,0.023914968999114262,0.23462775628175842,0.11071744906997343,0.4847326464966668,1.2535079949652697,1.0,0.15341942100601372,1728.0,12358.0,27384.0,544.0,580.0,4855.0,20912.0,806.0,0.08263198163733741,0.5909525631216527,1.309487375669472,0.026013771996939557,0.027735271614384084,0.23216335118592196,1.0,0.0385424636572303,2231.0,10432.0,27410.0,306.0,558.0,4925.0,20320.0,1132.0,0.10979330708661417,0.5133858267716536,1.3489173228346456,0.015059055118110237,0.027460629921259843,0.2423720472440945,1.0,0.055708661417322836
salliquelo,2,48.0,1839.0,570.0,2680.0,7363.0,6103.0,858.0,0.007864984433884975,0.3013272161232181,0.09339669015238407,0.43912829755857774,1.2064558413894806,1.0,0.14058659675569393,374.0,3093.0,7761.0,71.0,116.0,1482.0,6068.0,875.0,0.06163480553724456,0.5097231377719182,1.279004614370468,0.011700725115359262,0.01911667765326302,0.24423203691496376,1.0,0.1441990771259064,490.0,2731.0,7768.0,35.0,200.0,1285.0,5895.0,992.0,0.08312128922815945,0.4632739609838846,1.317726887192536,0.005937234944868533,0.033927056827820185,0.2179813401187447,1.0,0.16827820186598813
salto,2,660.0,6245.0,4202.0,7042.0,26670.0,20594.0,2317.0,0.03204816936971933,0.3032436632028746,0.20404001165387978,0.3419442556084296,1.2950373895309313,1.0,0.11250849762066621,2082.0,10130.0,28505.0,702.0,1595.0,5855.0,20657.0,1600.0,0.10078907876264705,0.49039066660212033,1.379919639831534,0.033983637507866586,0.0772135353633151,0.28343902793242,1.0,0.07745558406351358,3337.0,7453.0,28178.0,544.0,1863.0,4714.0,20074.0,1928.0,0.16623493075620205,0.3712762777722427,1.4037062867390655,0.027099730995317328,0.0928066155225665,0.23483112483809904,1.0,0.09604463485105111
san andres de giles,2,253.0,3723.0,4157.0,4392.0,18564.0,15048.0,2446.0,0.016812865497076022,0.24740829346092505,0.2762493354598618,0.291866028708134,1.233652312599681,1.0,0.16254651780967572,2363.0,6546.0,19324.0,299.0,536.0,4038.0,15155.0,1610.0,0.1559221379082811,0.431936654569449,1.2750907291322995,0.01972946222368855,0.03536786539096008,0.26644671725503133,1.0,0.10623556581986143,2388.0,5830.0,19057.0,177.0,640.0,3422.0,14683.0,1355.0,0.16263706327044883,0.3970578219709869,1.2978955254375808,0.012054757202206633,0.04358782265204658,0.23305863924266157,1.0,0.09228359327112988
san antonio de areco,2,486.0,6043.0,1571.0,6718.0,19532.0,16336.0,1446.0,0.02975024485798237,0.3699191968658178,0.09616797257590598,0.41123898139079335,1.19564152791381,1.0,0.08851616062683644,1199.0,8681.0,19856.0,652.0,470.0,4891.0,16601.0,463.0,0.0722245647852539,0.5229203060056623,1.1960725257514608,0.03927474248539244,0.028311547497138725,0.29462080597554363,1.0,0.02788988615143666,1777.0,6505.0,18376.0,562.0,696.0,3812.0,14364.0,545.0,0.12371205792258423,0.45286828181565025,1.2793093845725425,0.0391255917571707,0.04845446950710108,0.265385686438318,1.0,0.037942077415761624
san cayetano,2,61.0,1360.0,593.0,2927.0,7082.0,5749.0,718.0,0.010610540963645852,0.2365628805009567,0.10314837363019655,0.5091320229605149,1.2318664115498348,1.0,0.12489128544094626,967.0,3177.0,7196.0,63.0,71.0,936.0,5397.0,422.0,0.17917361497128034,0.5886603668704836,1.3333333333333333,0.011673151750972763,0.013155456735223272,0.1734296831573096,1.0,0.07819158791921438,993.0,2481.0,6499.0,33.0,47.0,823.0,4625.0,289.0,0.2147027027027027,0.5364324324324324,1.4051891891891892,0.007135135135135135,0.010162162162162163,0.17794594594594595,1.0,0.062486486486486484
san fernando,2,3834.0,26483.0,31701.0,26503.0,127642.0,98254.0,7887.0,0.03902131210943066,0.2695361003114377,0.32264335294237384,0.2697396543652167,1.2991023266228348,1.0,0.08027154110774117,20724.0,37550.0,134519.0,4876.0,3556.0,28650.0,102484.0,5664.0,0.20221693142344171,0.36639865735139143,1.3125853791811404,0.04757815854182116,0.0346980992154873,0.2795558331056555,1.0,0.05526716365481441,25517.0,28682.0,127355.0,3279.0,3830.0,23561.0,90930.0,5009.0,0.280622456834928,0.31542945122621796,1.4005828659408337,0.03606070603761135,0.04212031232816452,0.2591114043769933,1.0,0.055086330144066865
san isidro,2,8788.0,40656.0,32708.0,109775.0,278076.0,214710.0,9794.0,0.04092962600717247,0.18935308089981837,0.15233570863024545,0.5112710167202272,1.2951236551627776,1.0,0.0456150156024405,18269.0,127647.0,285650.0,11084.0,6996.0,42594.0,216460.0,5361.0,0.08439896516677446,0.5897024854476578,1.3196433521204842,0.051205765499399425,0.032320059133327174,0.19677538575256398,1.0,0.02476670054513536,25250.0,111149.0,282522.0,7402.0,7511.0,37078.0,202918.0,6944.0,0.12443450063572478,0.5477532796499078,1.3922963955883658,0.0364777890576489,0.03701495185247243,0.18272405602262984,1.0,0.03422071969958308
san miguel,2,7722.0,58776.0,39650.0,48304.0,220234.0,177514.0,15191.0,0.04350079430354789,0.3311062789413793,0.22336266435323412,0.27211374877474453,1.2406570749349346,1.0,0.0855763489076918,15809.0,77732.0,235303.0,9869.0,7362.0,61939.0,181445.0,5812.0,0.08712833089917055,0.428405301882113,1.296828239962523,0.054391137810355754,0.04057427870704621,0.3413651519744275,1.0,0.03203174515693461,20524.0,65253.0,232395.0,6514.0,6598.0,58040.0,172190.0,7945.0,0.11919391369998257,0.3789592891573262,1.3496428364016493,0.037830303734247055,0.03831813694175039,0.3370695162320692,1.0,0.04614089087635751
san nicolas,2,3502.0,32282.0,21338.0,27753.0,119736.0,94577.0,9061.0,0.03702803007073601,0.34133034458695033,0.22561510726709455,0.2934434376222549,1.2660160504139484,1.0,0.09580553411505968,11534.0,42103.0,123661.0,3654.0,4635.0,30619.0,95105.0,5224.0,0.12127648388623101,0.4427001734924557,1.300257610009989,0.0384206929183534,0.04873560801219705,0.3219494243204879,1.0,0.05492876294621734,14280.0,33458.0,120238.0,2295.0,5061.0,26819.0,86997.0,5486.0,0.1641435911583158,0.3845879742979643,1.3820936354127153,0.02638022000758647,0.05817441980757957,0.3082749979884364,1.0,0.0630596457349104
san pedro,2,853.0,9146.0,5714.0,16113.0,46254.0,35714.0,4775.0,0.02388419107352859,0.25609004872038976,0.15999327994623957,0.45116760934087474,1.2951223609788878,1.0,0.13370106960855688,3374.0,20982.0,48703.0,1067.0,1386.0,9108.0,36604.0,2386.0,0.09217571850071031,0.573216041962627,1.3305376461588898,0.029149819691836956,0.037864714238881,0.24882526499836083,1.0,0.06518413288165228,5524.0,16415.0,48382.0,684.0,1876.0,7377.0,34438.0,2399.0,0.16040420465764563,0.4766536964980545,1.4049015622277716,0.019861780591207388,0.054474708171206226,0.21421104593762705,1.0,0.06966142052383995
san vicente,2,1115.0,12545.0,8834.0,11502.0,48591.0,38384.0,4018.0,0.029048561900791997,0.3268288870362651,0.23014797832430178,0.29965610671112963,1.2659180908711962,1.0,0.10467903293038766,5622.0,14164.0,54946.0,1380.0,2224.0,13920.0,40356.0,3871.0,0.1393101397561701,0.3509763108335811,1.3615323619783923,0.03419565863812073,0.05510952522549311,0.34493012191495687,1.0,0.09592130042620677,6173.0,9119.0,47446.0,742.0,1970.0,10907.0,33504.0,3189.0,0.18424665711556829,0.2721764565425024,1.416129417382999,0.022146609360076407,0.05879894937917861,0.3255432187201528,1.0,0.09518266475644699
suipacha,2,133.0,2848.0,709.0,3154.0,9053.0,7856.0,765.0,0.016929735234215888,0.3625254582484725,0.09024949083503055,0.40147657841140527,1.1523676171079429,1.0,0.09737780040733197,650.0,3362.0,9227.0,168.0,720.0,2250.0,7441.0,333.0,0.08735385028893966,0.4518209918021771,1.240021502486225,0.022577610536218252,0.09676118801236393,0.3023787125386373,1.0,0.04475204945571832,707.0,2531.0,8889.0,95.0,604.0,2117.0,7095.0,440.0,0.09964763918252291,0.3567300916138125,1.2528541226215646,0.013389711064129669,0.08513037350246652,0.2983791402396054,1.0,0.06201550387596899
tandil,2,2905.0,21739.0,12268.0,31903.0,100885.0,79604.0,8111.0,0.036493141048188536,0.2730892919953771,0.15411285865031907,0.4007713180242199,1.26733581227074,1.0,0.10189186473041556,9085.0,42412.0,107423.0,2912.0,2876.0,20586.0,82012.0,3636.0,0.11077647173584354,0.517143832609862,1.3098449007462323,0.035506998975759645,0.03506803882358679,0.2510120470175096,1.0,0.04433497536945813,11145.0,34556.0,104658.0,1865.0,3443.0,18617.0,76418.0,3375.0,0.14584260252820017,0.45219712633149256,1.3695464419377634,0.024405244837603705,0.045054830013871075,0.2436206129445942,1.0,0.0441649873066555
tapalque,2,63.0,2494.0,838.0,2447.0,8108.0,6417.0,834.0,0.009817671809256662,0.3886551347981923,0.13059061866916005,0.3813308399563659,1.263518778245286,1.0,0.12996727442730246,1100.0,2729.0,8343.0,89.0,129.0,2340.0,6496.0,334.0,0.16933497536945813,0.4201046798029557,1.2843288177339902,0.013700738916256158,0.019858374384236453,0.3602216748768473,1.0,0.05141625615763547,1235.0,2190.0,8359.0,40.0,177.0,2043.0,6413.0,322.0,0.19257757679713083,0.3414938406362077,1.303446125058475,0.006237330422579136,0.02760018711991268,0.3185716513332294,1.0,0.05021050990176205
tigre,2,11145.0,60497.0,81421.0,55981.0,288933.0,236141.0,14880.0,0.04719637843491812,0.2561901575753469,0.34479823495284595,0.23706599023464794,1.2235613468224493,1.0,0.0630131997408328,53405.0,83146.0,307612.0,12848.0,8082.0,66100.0,238844.0,7608.0,0.22359782954564486,0.34811843713888563,1.287920148716317,0.05379243355495637,0.03383798630068162,0.27674967761384,1.0,0.031853427341695835,64382.0,66638.0,305405.0,9077.0,7859.0,58062.0,227939.0,9581.0,0.2824527614844322,0.2923501463110745,1.3398540837680257,0.03982205765577632,0.03447852276266896,0.2547260451261083,1.0,0.042033175542579376
tordillo,2,7.0,572.0,433.0,334.0,1734.0,1541.0,177.0,0.004542504866969501,0.3711875405580792,0.2809863724853991,0.21674237508111616,1.1252433484750162,1.0,0.11486048020765736,199.0,566.0,1515.0,9.0,17.0,417.0,1320.0,93.0,0.15075757575757576,0.4287878787878788,1.1477272727272727,0.006818181818181818,0.012878787878787878,0.3159090909090909,1.0,0.07045454545454545,260.0,397.0,1521.0,6.0,11.0,397.0,1233.0,115.0,0.21086780210867803,0.3219789132197891,1.2335766423357664,0.004866180048661801,0.008921330089213302,0.3219789132197891,1.0,0.09326845093268452
tornquist,2,276.0,2616.0,1092.0,4127.0,11422.0,9377.0,872.0,0.029433720806228005,0.2789804841633785,0.11645515623333688,0.44011944118588037,1.2180868081475953,1.0,0.09299349472112615,976.0,5101.0,12929.0,385.0,1547.0,1303.0,9704.0,339.0,0.10057708161582853,0.5256595218466612,1.3323371805441055,0.03967436108821105,0.15941879637262985,0.1342745259686727,1.0,0.03493404781533388,1097.0,4362.0,12945.0,304.0,1650.0,1282.0,9643.0,417.0,0.11376127761070207,0.4523488540910505,1.3424245566732345,0.031525458882090636,0.17110857616924194,0.13294617857513222,1.0,0.04324380379549932
trenque lauquen,2,474.0,6876.0,5034.0,11537.0,37007.0,28044.0,4413.0,0.01690201112537441,0.24518613607188702,0.1795036371416346,0.4113892454714021,1.3196049065753817,1.0,0.15735986307231492,3471.0,14522.0,38458.0,747.0,964.0,7413.0,28323.0,1427.0,0.12255057726935706,0.5127281714507644,1.3578363873883417,0.026374324753733715,0.034035942520213254,0.26173074886134945,1.0,0.050383080888323974,5021.0,11236.0,38112.0,398.0,825.0,7011.0,26972.0,1709.0,0.18615601364377873,0.4165801572000593,1.4130209105739284,0.014756043304167285,0.030587275693311582,0.25993623016461515,1.0,0.06336200504226605
tres arroyos,2,1234.0,10690.0,7795.0,12789.0,50103.0,37355.0,5218.0,0.03303439967875786,0.2861732030518003,0.20867353767902558,0.34236380671931466,1.3412662294204256,1.0,0.1396867889171463,6411.0,16712.0,51115.0,1356.0,995.0,9789.0,37366.0,2751.0,0.17157308783385966,0.4472515120697961,1.3679548252421987,0.03628967510571107,0.026628485789220148,0.26197612803083015,1.0,0.07362307980517048,6984.0,13782.0,51263.0,1132.0,1086.0,9113.0,36137.0,3572.0,0.19326452112792983,0.38138196308492683,1.4185737609652158,0.0313252345241719,0.030052300965769156,0.2521792069070482,1.0,0.09884605805683926
tres de febrero,2,10773.0,68642.0,46866.0,76364.0,289269.0,218966.0,10456.0,0.04919941908789492,0.3134824584638711,0.21403322890311738,0.34874820748426694,1.3210681110309364,1.0,0.0477517057442708,23803.0,97429.0,298043.0,13311.0,11277.0,69723.0,221528.0,4633.0,0.10744917121086274,0.43980444909898525,1.3453965187244954,0.06008721245169911,0.050905528872196744,0.31473673756816295,1.0,0.02091383481997761,32082.0,77053.0,285401.0,9118.0,13421.0,59133.0,205736.0,6077.0,0.15593770657541703,0.37452366139129756,1.3872195434926313,0.04431893300151651,0.0652340864019909,0.2874217443714275,1.0,0.0295378543375977
tres lomas,2,70.0,2207.0,450.0,1751.0,6405.0,5219.0,900.0,0.013412531136232995,0.4228779459666603,0.08622341444721211,0.3355048859934853,1.227246598965319,1.0,0.17244682889442423,452.0,2262.0,6580.0,104.0,84.0,2003.0,5331.0,377.0,0.08478709435377978,0.42431063590320767,1.2342900018758207,0.019508534984055526,0.015756893640967922,0.37572688051022324,1.0,0.07071843931720127,540.0,1650.0,6236.0,59.0,85.0,1740.0,4728.0,437.0,0.11421319796954314,0.3489847715736041,1.3189509306260576,0.012478849407783418,0.017978003384094755,0.3680203045685279,1.0,0.09242808798646363
veinticinco de mayo,2,475.0,5837.0,4819.0,8642.0,29447.0,23492.0,3908.0,0.02021964924229525,0.2484675634258471,0.20513366252341222,0.36786991316192746,1.2534905499744593,1.0,0.16635450366082072,2164.0,12198.0,30775.0,655.0,1069.0,6601.0,23290.0,1421.0,0.09291541434091885,0.5237440961786174,1.3213825676255904,0.028123658222413053,0.04589952769428939,0.2834263632460283,1.0,0.06101331043366252,2984.0,9878.0,29770.0,479.0,1167.0,5439.0,22220.0,1548.0,0.13429342934293428,0.44455445544554456,1.3397839783978398,0.02155715571557156,0.05252025202520252,0.24477947794779478,1.0,0.06966696669666966
vicente lopez,2,9487.0,34242.0,26746.0,92393.0,241980.0,185206.0,5876.0,0.05122404241763226,0.1848860188114856,0.14441216807230867,0.49886612744727493,1.3065451443257778,1.0,0.031726833903869205,15778.0,109414.0,245649.0,12385.0,6392.0,34711.0,185282.0,2361.0,0.08515668008765018,0.5905268725510303,1.3258114657656976,0.06684405392860612,0.03449876404615667,0.1873414578858173,1.0,0.012742738096523138,20623.0,94462.0,238554.0,7381.0,6657.0,30523.0,174551.0,3855.0,0.11814885047922957,0.5411713482019581,1.3666722046851636,0.042285635716781914,0.03813785082869763,0.17486579853452572,1.0,0.0220852358336532
villa gesell,2,695.0,7121.0,3189.0,6828.0,28350.0,20816.0,1979.0,0.03338777863182168,0.3420926210607225,0.15319946195234435,0.32801691006917755,1.3619331283627978,1.0,0.09507109915449655,2306.0,8637.0,29546.0,795.0,881.0,6006.0,19902.0,749.0,0.11586775198472515,0.43397648477539946,1.4845744146316953,0.03994573409707567,0.044266907848457444,0.30177871570696413,1.0,0.03763440860215054,3563.0,6596.0,28850.0,487.0,1206.0,4604.0,17709.0,920.0,0.20119713140211193,0.3724659777514258,1.6291151391947598,0.02750014117115591,0.06810096561070642,0.25998080072279633,1.0,0.051950985374668246
villarino,2,273.0,4505.0,4157.0,6612.0,25256.0,19609.0,2730.0,0.013922178591463105,0.22974144525472998,0.21199449232495282,0.33719210566576574,1.2879800091794584,1.0,0.13922178591463102,3320.0,7825.0,26003.0,408.0,1330.0,3056.0,19130.0,2056.0,0.17354939884997386,0.4090433873497125,1.3592786199686357,0.02132775744903293,0.06952430737062205,0.15974908520648196,1.0,0.10747516989022478,2302.0,6185.0,25653.0,309.0,1340.0,2971.0,17842.0,2988.0,0.12902141015581212,0.3466539625602511,1.437787243582558,0.017318686245936556,0.0751036879273624,0.16651720659118932,1.0,0.16747001457235736
zarate,2,2259.0,27504.0,14880.0,18625.0,89330.0,71751.0,7560.0,0.03148388175774554,0.38332566793494166,0.20738386921436636,0.25957826371757886,1.24500006968544,1.0,0.10536438516536355,8453.0,28602.0,94958.0,2897.0,2602.0,28458.0,70809.0,3464.0,0.11937748026380827,0.40393170359700037,1.3410442175429678,0.04091287830642997,0.03674674123345902,0.40189806380544846,1.0,0.04892033498566566,10834.0,22504.0,92559.0,2011.0,2357.0,26481.0,71045.0,3463.0,0.15249489760011262,0.316756985009501,1.3028221549722008,0.028306003237384757,0.03317615595749173,0.3727355901189387,1.0,0.04874375395875853
