Eleccion,,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017
,,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_cnt,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct
Denominacion,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA FRENTE PARA LA VICTORIA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),CAMBIEMOS,ELECTORES,VOTANTES,VOTOS BLANCOS,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA FRENTE PARA LA VICTORIA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),CAMBIEMOS,ELECTORES,VOTANTES,VOTOS BLANCOS,1PAIS,CAMBIEMOS,ELECTORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,UNIDAD CIUDADANA,VOTANTES,VOTOS BLANCOS,1PAIS,CAMBIEMOS,ELECTORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,UNIDAD CIUDADANA,VOTANTES,VOTOS BLANCOS,1PAIS,CAMBIEMOS,ELECTORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,UNIDAD CIUDADANA,VOTANTES,VOTOS BLANCOS,1PAIS,CAMBIEMOS,ELECTORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,UNIDAD CIUDADANA,VOTANTES,VOTOS BLANCOS
dpto_merger_str,PROV_REF_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colon,2,445.0,5771.0,1976.0,5204.0,19384.0,15236.0,1857.0,0.02920714098188501,0.37877395641900763,0.1296928327645051,0.34155946442635865,1.2722499343659752,1.0,0.12188238382777632,1195.0,6321.0,20424.0,419.0,743.0,6288.0,15007.0,1199.0,0.0796295062304258,0.42120343839541546,1.3609648830545746,0.02792030385819951,0.04951022856000533,0.4190044645831945,1.0,0.07989604851069501,1752.0,5422.0,20788.0,308.0,1120.0,5140.0,15183.0,1544.0,0.11539221497727722,0.3571099255746559,1.3691628795363235,0.02028584601198709,0.07376671277086215,0.33853652110913524,1.0,0.10169268260554568
comuna 01,1,6739.0,30616.0,16130.0,58361.0,177581.0,118485.0,3192.0,0.056876397856268725,0.2583955774992615,0.13613537578596446,0.4925602396927881,1.498763556568342,1.0,0.026940119002405366,,63816.0,177541.0,6905.0,,27984.0,110014.0,1033.0,,0.5800716272474412,1.6138036977112005,0.06276473903321396,,0.2543676259385169,1.0,0.009389714036395368,,60268.0,176831.0,4366.0,,25944.0,93537.0,1358.0,,0.6443225675401179,1.8904925323668709,0.04667671616579536,,0.2773661759517624,1.0,0.014518318953996814
comuna 02,1,3858.0,13686.0,9022.0,68357.0,145461.0,107651.0,1601.0,0.03583803215947831,0.1271330503200156,0.08380786058652498,0.6349871343508189,1.351227578006707,1.0,0.014872133096766403,,70499.0,143570.0,4091.0,,12605.0,94039.0,758.0,,0.7496783249502866,1.5267070045406692,0.04350322738438307,,0.1340401322855411,1.0,0.008060485543232063,,68386.0,144225.0,2509.0,,12266.0,85473.0,914.0,,0.8000889169679314,1.6873749605138464,0.029354299018403474,,0.14350730640085174,1.0,0.010693435353854433
comuna 03,1,7774.0,30075.0,18578.0,48858.0,163967.0,116687.0,3287.0,0.0666226743339018,0.25774079374737546,0.1592122515790105,0.41870988199199566,1.405186524634278,1.0,0.028169376194434683,,53921.0,159996.0,7796.0,,28254.0,101915.0,983.0,,0.5290781533630967,1.5698964823627533,0.07649511848108718,,0.2772310258548791,1.0,0.009645292645832311,,51646.0,161318.0,5236.0,,26651.0,91351.0,1261.0,,0.5653577957548357,1.7659138925682258,0.057317380214775976,,0.29174283806417006,1.0,0.01380389924576633
comuna 04,1,8005.0,40348.0,21846.0,51936.0,176724.0,129232.0,4124.0,0.061942862448929055,0.31221369320292186,0.16904481862077503,0.401881886839173,1.3674941191036276,1.0,0.031911600841896745,,57326.0,178221.0,8526.0,,37984.0,115933.0,1184.0,,0.49447525726065916,1.5372758403560678,0.07354247712040575,,0.3276375147714628,1.0,0.010212795321435656,,54279.0,176856.0,5654.0,,33627.0,100903.0,1732.0,,0.5379324697977266,1.7527328226118153,0.05603401286383953,,0.33326065627384716,1.0,0.01716500004955254
comuna 05,1,8097.0,29532.0,17727.0,48770.0,157450.0,123040.0,2609.0,0.06580786736020806,0.24001950585175552,0.1440750975292588,0.39637516254876465,1.2796651495448634,1.0,0.021204486345903772,,55473.0,159327.0,8725.0,,29212.0,117209.0,915.0,,0.4732827683880931,1.3593410062367224,0.07443967613408527,,0.24923000793454428,1.0,0.007806567755035876,,53452.0,159303.0,5696.0,,28038.0,104300.0,1290.0,,0.51248322147651,1.527353787152445,0.05461169702780441,,0.26882070949185044,1.0,0.01236816874400767
comuna 06,1,7452.0,25533.0,17006.0,57358.0,161249.0,128388.0,2320.0,0.05804280773904103,0.19887372651649687,0.13245786210549274,0.44675514845624203,1.2559507119045394,1.0,0.018070224631585505,,63580.0,161368.0,7672.0,,24977.0,120771.0,931.0,,0.5264508863882886,1.3361485787150889,0.0635251840259665,,0.20681289382384843,1.0,0.007708804265924767,,62162.0,161704.0,4910.0,,24729.0,106001.0,1339.0,,0.5864284299204724,1.525495042499599,0.04632031773285158,,0.23329025197875491,1.0,0.012631956302299035
comuna 07,1,7624.0,31901.0,22077.0,53883.0,171726.0,130480.0,3076.0,0.05843041079092581,0.2444895769466585,0.16919834457388105,0.41295984058859597,1.3161097486204782,1.0,0.023574494175352543,,62149.0,174465.0,8020.0,,31338.0,124042.0,1160.0,,0.501031908547105,1.4064994114896567,0.06465551990454846,,0.25264023475919445,1.0,0.009351671208139178,,59512.0,174093.0,5230.0,,29028.0,108419.0,1575.0,,0.548907479316356,1.6057425359023787,0.04823877733607578,,0.2677390494286057,1.0,0.014526974054363165
comuna 08,1,5145.0,35825.0,21175.0,36344.0,137805.0,103992.0,3592.0,0.049474959612277866,0.3444976536656666,0.2036214324178783,0.34948842218632203,1.325150011539349,1.0,0.03454111854758058,,42313.0,139147.0,6109.0,,33223.0,90185.0,1011.0,,0.4691800188501414,1.5429062482674503,0.06773853745079558,,0.3683872040805012,1.0,0.011210289959527638,,39453.0,136358.0,4002.0,,28749.0,74355.0,1461.0,,0.530603187411741,1.833878017618183,0.053822876739963686,,0.38664514827516644,1.0,0.01964898123865241
comuna 09,1,6229.0,29775.0,23216.0,44210.0,145763.0,110073.0,3240.0,0.056589717732777337,0.27050230301708866,0.2109145748730388,0.401642546310176,1.32423936841914,1.0,0.029435011310675642,,52139.0,147029.0,6311.0,,29179.0,101863.0,982.0,,0.5118541570540824,1.4433994679127848,0.06195576411454601,,0.2864533736489206,1.0,0.009640399359924605,,49679.0,146337.0,4070.0,,26993.0,83787.0,1383.0,,0.5929201427429076,1.7465358587847757,0.048575554680320335,,0.32216214925943165,1.0,0.01650614057073293
comuna 10,1,7099.0,26596.0,20858.0,48427.0,149400.0,112424.0,2729.0,0.06314488009677649,0.23656870419127587,0.18552978011812424,0.43075321995303495,1.328897744253896,1.0,0.024274176332455703,,54978.0,149563.0,6727.0,,26286.0,108876.0,963.0,,0.5049597707483743,1.3737003563687131,0.06178588485984055,,0.24143061831808663,1.0,0.008844924501267497,,52713.0,147828.0,4380.0,,24530.0,91676.0,1372.0,,0.5749923644138052,1.6125049085911252,0.047776953619267856,,0.2675727562284567,1.0,0.014965748941925913
comuna 11,1,7430.0,28436.0,21023.0,61448.0,172852.0,132378.0,2910.0,0.056127151037181404,0.21480910725347113,0.15881037634652284,0.4641858919155751,1.305745667709136,1.0,0.021982504645787063,,68102.0,173370.0,7396.0,,27771.0,122578.0,1039.0,,0.5555809362202027,1.4143647310284064,0.06033709148460572,,0.22655778361533066,1.0,0.008476235539819544,,65663.0,172312.0,4752.0,,26434.0,109070.0,1414.0,,0.6020262216924911,1.5798294673145685,0.04356835060053177,,0.24235811863940587,1.0,0.01296415146236362
comuna 12,1,8375.0,30548.0,20360.0,69919.0,186939.0,148347.0,3114.0,0.05645547264184648,0.20592260038962704,0.13724578184931277,0.471320619897942,1.2601468179336286,1.0,0.020991324394831038,,76312.0,188519.0,8358.0,,29849.0,133482.0,1112.0,,0.5717025516549048,1.4123177656912542,0.06261518406976221,,0.2236181657451941,1.0,0.008330711256948502,,72240.0,186785.0,5414.0,,28375.0,116958.0,1597.0,,0.6176576206843483,1.5970262829391748,0.04629012124010329,,0.2426084577369654,1.0,0.013654474255715726
comuna 13,1,7368.0,24641.0,16200.0,96096.0,217133.0,165160.0,2586.0,0.044611286025672076,0.1491947202712521,0.09808670380237346,0.581835795592153,1.314682731896343,1.0,0.01565754419956406,,102109.0,218843.0,8082.0,,23677.0,153534.0,1357.0,,0.6650579024841403,1.4253715789336563,0.05263980616671226,,0.1542133989865437,1.0,0.008838433180924095,,98649.0,218130.0,4931.0,,23323.0,128676.0,1659.0,,0.7666464608784855,1.695187913830085,0.03832105443128478,,0.18125369144207157,1.0,0.012892847150983867
comuna 14,1,6860.0,24978.0,14617.0,91067.0,209538.0,156702.0,2581.0,0.043777360850531584,0.1593980931960026,0.09327896261694171,0.5811476560605481,1.3371750201018493,1.0,0.016470753404551314,,95921.0,210920.0,7342.0,,23459.0,141510.0,1133.0,,0.6778390219772454,1.4904953713518478,0.05188325913363013,,0.16577627022825242,1.0,0.008006501307328105,,93045.0,211583.0,4463.0,,23150.0,125305.0,1512.0,,0.742548182434859,1.688543952755277,0.035617094289932566,,0.1847492119229081,1.0,0.012066557599457324
comuna 15,1,8255.0,30819.0,17887.0,50569.0,165594.0,121128.0,2795.0,0.06815104682649759,0.25443332672874974,0.14767023314180042,0.41748398388481606,1.3670992668912225,1.0,0.023074763886136978,,56248.0,166707.0,9100.0,,30427.0,114177.0,1011.0,,0.4926386224896433,1.4600751464830921,0.07970081540064987,,0.26648974837313993,1.0,0.008854673007698573,,54177.0,166346.0,5847.0,,29427.0,100064.0,1413.0,,0.541423488967061,1.6623960665174289,0.058432603133994246,,0.2940817876559002,1.0,0.014120962583946274
coronel de marina l. rosales,2,1092.0,6592.0,6433.0,17364.0,47359.0,35274.0,3643.0,0.03095764585813914,0.1868798548505982,0.1823722855360889,0.4922605885354652,1.3426036173952487,1.0,0.10327720133809605,4255.0,22644.0,49880.0,1219.0,1684.0,5335.0,36541.0,2230.0,0.11644454174762596,0.6196874743438877,1.3650420076078924,0.033359787635806354,0.04608521934265619,0.1460003831312772,1.0,0.061027339153279875,5733.0,17908.0,48824.0,817.0,1393.0,4754.0,33929.0,2865.0,0.16897049721477203,0.5278080697928026,1.4390049809897139,0.024079695835421026,0.04105632349907159,0.14011612484894928,1.0,0.08444103863951193
coronel dorrego,2,175.0,2900.0,985.0,4976.0,13617.0,10962.0,1847.0,0.015964240102171137,0.26455026455026454,0.08985586571793468,0.4539317642765919,1.242200328407225,1.0,0.16849115124977193,1114.0,5545.0,13765.0,237.0,555.0,2565.0,10522.0,676.0,0.1058734080973199,0.5269910663371983,1.3082113666603308,0.022524234936323894,0.05274662611670785,0.24377494772856872,1.0,0.06424634099980993,1451.0,4657.0,13765.0,150.0,553.0,2430.0,9960.0,835.0,0.14568273092369477,0.467570281124498,1.3820281124497993,0.015060240963855422,0.05552208835341366,0.24397590361445784,1.0,0.08383534136546185
coronel pringles,2,333.0,4230.0,1706.0,6200.0,19687.0,14922.0,2670.0,0.022316043425814235,0.28347406513872137,0.11432783809140866,0.4154939016217665,1.3193271679399545,1.0,0.17893043827905106,1187.0,7748.0,19583.0,496.0,429.0,3675.0,14948.0,1264.0,0.0794086165373294,0.5183302113995183,1.31007492641156,0.033181696548033185,0.0286994915707787,0.24585228793149586,1.0,0.08455980733208456,1362.0,6885.0,20282.0,469.0,447.0,3899.0,14609.0,1439.0,0.09323020056129783,0.4712848244233007,1.388322267095626,0.03210349784379492,0.030597576836196867,0.26689027311931,1.0,0.09850092408789103
coronel suarez,2,582.0,6613.0,3680.0,10632.0,31306.0,25188.0,3298.0,0.023106241067174845,0.2625456566619025,0.1461013180879784,0.42210576464983324,1.242893441321264,1.0,0.13093536604732411,4135.0,11201.0,33010.0,993.0,685.0,5481.0,25455.0,3390.0,0.16244352779414653,0.4400314280102141,1.2967982714594382,0.039010017678255744,0.02691023374582597,0.21532115497937537,1.0,0.13317619328226282,4110.0,9327.0,33760.0,733.0,697.0,4178.0,24729.0,5247.0,0.16620162562173965,0.3771685066116705,1.3651987544987667,0.02964131182013021,0.02818553115775001,0.16895143353956893,1.0,0.21218003154191434
daireaux,2,105.0,4295.0,1001.0,5298.0,14225.0,11735.0,1460.0,0.008947592671495527,0.365999147848317,0.08530038346825734,0.45146996165317427,1.212185769066894,1.0,0.1244141457179378,820.0,5854.0,14471.0,146.0,303.0,3697.0,11809.0,880.0,0.06943856380726564,0.49572360064357696,1.2254212888474891,0.012363451604708274,0.025658396138538403,0.3130663053603184,1.0,0.0745194343297485,1278.0,4850.0,14485.0,90.0,332.0,3216.0,11034.0,905.0,0.11582381729200653,0.43955048033351457,1.3127605582744246,0.008156606851549755,0.030088816385716876,0.2914627514953779,1.0,0.08201921334058365
dolores,2,250.0,4437.0,3401.0,7741.0,22670.0,17786.0,2390.0,0.014055999100416057,0.2494658720341842,0.19121781176206004,0.4352299561452828,1.274597998425728,1.0,0.1343753513999775,1752.0,10409.0,24046.0,451.0,857.0,4324.0,18349.0,822.0,0.09548204261812633,0.567278870783149,1.3104801351572293,0.024578996130579324,0.04670554253637801,0.23565316911003326,1.0,0.044798081639326394,2447.0,8171.0,23367.0,261.0,996.0,3741.0,17649.0,906.0,0.13864808204430845,0.4629724063686328,1.3239843617202107,0.014788373278939317,0.05643379228284889,0.21196668366479687,1.0,0.05133435322114568
ensenada,2,2565.0,15063.0,7350.0,9787.0,50440.0,40118.0,4143.0,0.06393638765641357,0.37546737125479834,0.18320953188095118,0.24395533177127474,1.2572909915748542,1.0,0.10327035246024228,3647.0,14015.0,53049.0,2451.0,1532.0,18448.0,41664.0,1520.0,0.08753360215053764,0.33638152841781876,1.2732574884792627,0.058827764976958526,0.036770353302611365,0.44278033794162824,1.0,0.03648233486943164,4797.0,9776.0,48018.0,1877.0,1264.0,14813.0,35556.0,1875.0,0.1349139385757678,0.2749465631679604,1.350489368882889,0.052789965125435934,0.03554955563055462,0.4166104173697829,1.0,0.052733715828552144
escobar,2,5692.0,44158.0,26231.0,37769.0,162933.0,128089.0,11424.0,0.04443785180616602,0.34474466972183404,0.20478729633301845,0.29486528897875697,1.2720296044156798,1.0,0.0891879864781519,15331.0,49839.0,178618.0,6318.0,5333.0,50585.0,134034.0,7324.0,0.1143814256084277,0.3718384887416626,1.3326320187415133,0.04713729352253906,0.039788411895489206,0.37740424071504247,1.0,0.054642851813718904,20641.0,37945.0,168720.0,4447.0,5353.0,40171.0,121323.0,6555.0,0.17013262118477124,0.31276015265036305,1.3906678865507778,0.036654220551750286,0.04412188950157843,0.33110786907676204,1.0,0.054029326673425485
esteban echeverria,2,7560.0,65474.0,31894.0,46865.0,221245.0,170049.0,12685.0,0.04445777393574793,0.3850301971784603,0.1875577039559186,0.2755970337961411,1.301066163282348,1.0,0.07459614581679398,16724.0,60321.0,235260.0,9980.0,7938.0,70833.0,174406.0,5989.0,0.09589119640379344,0.3458653945391787,1.3489214820591036,0.05722280196782221,0.0455144891804181,0.4061385502792335,1.0,0.03433941492838549,23825.0,47251.0,231178.0,6478.0,8503.0,61677.0,161893.0,8780.0,0.14716510287659132,0.29186561494320323,1.4279678553118418,0.040014083376057025,0.05252234500565188,0.38097385310050463,1.0,0.05423335165819399
exaltacion de la cruz,2,459.0,5778.0,3731.0,6357.0,23561.0,17597.0,1621.0,0.02608399158947548,0.3283514235381031,0.21202477695061658,0.3612547593339774,1.3389214070580213,1.0,0.0921179746547707,2079.0,9770.0,28055.0,733.0,751.0,5758.0,22140.0,2328.0,0.09390243902439024,0.44128274616079494,1.267163504968383,0.033107497741644086,0.03392050587172538,0.2600722673893406,1.0,0.1051490514905149,2967.0,7546.0,27246.0,395.0,617.0,5069.0,20714.0,2386.0,0.14323645843390945,0.3642946799266197,1.3153422805831805,0.019069228541083325,0.029786617746451676,0.24471372018924398,1.0,0.1151877956937337
ezeiza,2,4038.0,37411.0,18304.0,22180.0,117465.0,90120.0,8915.0,0.0448069241011984,0.4151242787394585,0.2031069684864625,0.24611628939192187,1.3034287616511318,1.0,0.09892365734576121,10686.0,31464.0,130568.0,5547.0,5155.0,40441.0,99230.0,4071.0,0.10768920689307669,0.3170815277637811,1.315811750478686,0.055900433336692534,0.05195001511639625,0.4075481205280661,1.0,0.04102589942557694,13948.0,22601.0,122651.0,3461.0,4680.0,33801.0,86032.0,5121.0,0.16212572066207923,0.2627045750418449,1.4256439464385344,0.04022921703552167,0.054398363399665244,0.3928886925795053,1.0,0.05952436302771062
florencio varela,2,8814.0,100649.0,46099.0,40390.0,284202.0,216559.0,21333.0,0.04070022488097932,0.4647647985075661,0.21287039559658108,0.18650806477680448,1.3123536772888682,1.0,0.09850895137121986,21459.0,66123.0,319626.0,11752.0,13706.0,111858.0,238285.0,11719.0,0.0900560253477978,0.27749543613739847,1.3413601359716305,0.049319092683131546,0.057519357072413284,0.46942946471662084,1.0,0.049180603059361686,26116.0,49006.0,298047.0,7014.0,11695.0,99083.0,213411.0,12394.0,0.12237419814348839,0.2296320245910473,1.3965868675935167,0.03286615966374742,0.05480036174330283,0.46428253463973274,1.0,0.05807573180389015
florentino ameghino,2,93.0,2896.0,457.0,2911.0,7572.0,6692.0,222.0,0.013897190675433354,0.4327555289898386,0.0682904961147639,0.434997011356844,1.1315002988643157,1.0,0.03317393903167962,789.0,3357.0,7980.0,135.0,1549.0,688.0,6736.0,156.0,0.11713182897862233,0.4983669833729216,1.1846793349168645,0.020041567695961996,0.229958432304038,0.1021377672209026,1.0,0.02315914489311164,988.0,2669.0,7986.0,107.0,1761.0,402.0,6206.0,194.0,0.15920077344505318,0.43006767644215277,1.2868192072188205,0.017241379310344827,0.2837576538833387,0.0647760232033516,1.0,0.031260070899129876
general alvarado,2,716.0,6959.0,6597.0,7960.0,32862.0,24654.0,2238.0,0.02904194045590979,0.2822665693193802,0.267583353614018,0.3228685000405614,1.332927719639815,1.0,0.09077634460939402,5161.0,11950.0,35066.0,863.0,856.0,6388.0,26453.0,1605.0,0.19510074471704533,0.45174460363663854,1.325596340679696,0.03262389899066268,0.03235927872075001,0.24148489774316712,1.0,0.06067364760140627,4897.0,8470.0,31216.0,508.0,655.0,5639.0,22511.0,1659.0,0.21753809248811692,0.37626049486917507,1.3866998356359113,0.022566745146817113,0.029096885966860647,0.2504997556750033,1.0,0.07369730354049131
general alvear,2,62.0,1908.0,476.0,2853.0,7895.0,6753.0,1109.0,0.00918110469420998,0.2825410928476233,0.07048719087812824,0.4224788982674367,1.1691100251739968,1.0,0.16422330815933658,634.0,3583.0,8462.0,108.0,510.0,1346.0,6714.0,486.0,0.09442955019362526,0.5336610068513554,1.2603515043193327,0.0160857908847185,0.07596067917783736,0.2004766160262139,1.0,0.07238605898123325,713.0,2911.0,8476.0,48.0,867.0,1047.0,6417.0,632.0,0.1111111111111111,0.45363877201184355,1.320866448496182,0.0074801309022907905,0.1351098644226274,0.16316035530621786,1.0,0.0984883902134954
general arenales,2,139.0,4112.0,1018.0,5775.0,14241.0,11889.0,917.0,0.011691479518883002,0.34586592648666836,0.08562536798721507,0.48574312389603835,1.1978299268231138,1.0,0.07713012027924973,908.0,6693.0,14573.0,191.0,356.0,3115.0,11178.0,416.0,0.08123098944354983,0.5987654320987654,1.3037215959921273,0.017087135444623366,0.03184827339416711,0.2786723921989622,1.0,0.03721595992127393,1046.0,5608.0,14222.0,106.0,194.0,3122.0,10862.0,509.0,0.09629902412078807,0.5162953415577242,1.3093352973669674,0.009758792119315043,0.017860430859878474,0.2874240471368072,1.0,0.04686061498803167
general belgrano,2,231.0,4479.0,1529.0,5269.0,15449.0,12812.0,1317.0,0.018029971901342493,0.34959413050265375,0.11934124258507649,0.4112550733687168,1.2058226662503904,1.0,0.10279425538557602,1061.0,6654.0,15906.0,271.0,1351.0,2204.0,12435.0,776.0,0.08532368315239244,0.535102533172497,1.2791314837153196,0.021793325291515883,0.10864495375954966,0.17724165661439487,1.0,0.062404503417772414,1102.0,5356.0,15223.0,197.0,1664.0,2020.0,10851.0,1006.0,0.1015574601419224,0.4935950603631002,1.4029121739931802,0.01815500875495346,0.15334992166620587,0.18615795779190858,1.0,0.09271034927656437
general guido,2,31.0,499.0,275.0,958.0,2457.0,1815.0,312.0,0.017079889807162536,0.27493112947658405,0.15151515151515152,0.5278236914600551,1.3537190082644628,1.0,0.171900826446281,105.0,1132.0,2452.0,47.0,186.0,373.0,2013.0,139.0,0.05216095380029806,0.5623447590660705,1.2180824639841032,0.02334823646299056,0.09239940387481371,0.18529557873820168,1.0,0.06905116741182316,102.0,1116.0,2461.0,23.0,135.0,287.0,1919.0,201.0,0.053152683689421575,0.5815528921313184,1.2824387701928088,0.011985409067222511,0.07034914017717561,0.1495570609692548,1.0,0.10474205315268369
general juan madariaga,2,387.0,4122.0,2302.0,4882.0,16354.0,12733.0,1323.0,0.030393465797533967,0.3237257519830362,0.1807900730385612,0.38341317835545435,1.2843791722296396,1.0,0.10390324354040682,1120.0,6999.0,17700.0,459.0,879.0,3225.0,12311.0,560.0,0.09097555032085126,0.5685159613353911,1.4377386077491674,0.03728372999756315,0.07139956136788238,0.2619608480220941,1.0,0.04548777516042563,1559.0,5159.0,17352.0,331.0,1177.0,2662.0,12262.0,682.0,0.12714076007176645,0.4207307127711629,1.4151035720110912,0.026993965095416735,0.09598760397977492,0.21709345946827596,1.0,0.05561898548360789
general la madrid,2,91.0,2769.0,547.0,3191.0,9049.0,7742.0,989.0,0.011754068716094032,0.35765951950400415,0.07065357788685095,0.4121673986050116,1.168819426504779,1.0,0.1277447687935934,605.0,4030.0,9483.0,177.0,178.0,2185.0,7782.0,438.0,0.07774351066563866,0.5178617322025186,1.2185813415574402,0.02274479568234387,0.022873297352865588,0.28077615008995116,1.0,0.05628373168851195,861.0,3243.0,9482.0,91.0,146.0,2133.0,7020.0,537.0,0.12264957264957264,0.461965811965812,1.3507122507122507,0.012962962962962963,0.020797720797720798,0.3038461538461538,1.0,0.0764957264957265
general las heras,2,179.0,3345.0,2451.0,2585.0,11780.0,9296.0,781.0,0.019255593803786573,0.35983218588640276,0.2636617900172117,0.2780765920826162,1.2672117039586919,1.0,0.0840146299483649,2359.0,4031.0,12914.0,301.0,376.0,3249.0,10688.0,440.0,0.22071482035928144,0.3771519461077844,1.2082709580838322,0.0281624251497006,0.035179640718562874,0.30398577844311375,1.0,0.04116766467065868,2476.0,2846.0,12219.0,186.0,404.0,2904.0,9672.0,490.0,0.2559966914805624,0.2942514474772539,1.2633374689826302,0.019230769230769232,0.041770057899090156,0.3002481389578164,1.0,0.05066170388751034
general lavalle,2,30.0,470.0,896.0,1146.0,3422.0,2888.0,249.0,0.01038781163434903,0.16274238227146814,0.31024930747922436,0.39681440443213295,1.1849030470914128,1.0,0.08621883656509695,643.0,1618.0,4098.0,50.0,70.0,641.0,3232.0,135.0,0.1989480198019802,0.5006188118811881,1.2679455445544554,0.01547029702970297,0.021658415841584157,0.1983292079207921,1.0,0.04176980198019802,661.0,1287.0,4098.0,27.0,52.0,600.0,2862.0,103.0,0.23095737246680642,0.449685534591195,1.4318658280922432,0.009433962264150943,0.01816911250873515,0.20964360587002095,1.0,0.03598881900768693
general paz,2,156.0,3162.0,1048.0,3238.0,9625.0,8501.0,595.0,0.01835078226091048,0.3719562404423009,0.12327961416303965,0.3808963651335137,1.1322197388542525,1.0,0.06999176567462652,1079.0,4039.0,10515.0,181.0,177.0,3058.0,8908.0,326.0,0.12112707678491244,0.45341266277503367,1.1803996407723394,0.02031881454872025,0.019869779973057927,0.3432869330938482,1.0,0.03659631791647957,1238.0,3044.0,10227.0,112.0,175.0,2761.0,8278.0,456.0,0.14955303213336554,0.36772167190142546,1.235443343802851,0.013529838125151003,0.021140372070548443,0.33353467021019567,1.0,0.055085769509543366
general pinto,2,210.0,2793.0,1202.0,2475.0,9187.0,7003.0,918.0,0.029987148364986435,0.3988290732543196,0.17164072540339853,0.3534199628730544,1.311866342995859,1.0,0.13108667713836927,2970.0,3080.0,9698.0,219.0,212.0,1019.0,8007.0,427.0,0.3709254402397902,0.38466341950793054,1.2111902085675035,0.027351067815661295,0.02647683277132509,0.12726364431122766,1.0,0.05332833770450855,2698.0,2465.0,9354.0,241.0,245.0,1026.0,7196.0,486.0,0.37493051695386326,0.3425514174541412,1.2998888271261813,0.03349082823790995,0.03404669260700389,0.14257921067259588,1.0,0.06753752084491384
general pueyrredon,2,14994.0,115689.0,64472.0,151658.0,540300.0,389220.0,32033.0,0.03852320024664714,0.297232927393248,0.16564410873028107,0.38964595858383433,1.3881609372591337,1.0,0.08230049843276296,38655.0,194439.0,562957.0,22210.0,17261.0,110614.0,397503.0,13602.0,0.09724454909774266,0.4891510252752809,1.416233336603749,0.05587379214748065,0.04342357164600016,0.2782721136695824,1.0,0.03421860967087041,46778.0,155647.0,543725.0,12627.0,17467.0,88723.0,356403.0,22053.0,0.13125029811758038,0.43671630149016705,1.5255904130997775,0.035428994705431774,0.04900912730813153,0.24894010432010955,1.0,0.06187658353044166
general rodriguez,2,1456.0,18022.0,11023.0,15499.0,65875.0,52997.0,5691.0,0.027473253203011493,0.3400569843576052,0.20799290525878825,0.29245051606694716,1.2429948865030096,1.0,0.10738343679830933,6300.0,20489.0,75289.0,2251.0,2628.0,21088.0,57042.0,2609.0,0.1104449353108236,0.35919147294975634,1.3198871007327935,0.0394621506959784,0.04607131587251499,0.369692507275341,1.0,0.04573822797237124,8841.0,15301.0,73074.0,1299.0,2735.0,17185.0,53225.0,3892.0,0.16610615312353216,0.28747768905589477,1.3729262564584312,0.024405824330671677,0.05138562705495538,0.32287458900892435,1.0,0.07312353217472992
