,,,ELECTORES,ELECTORES,ELECTORES,VOTANTES,VOTANTES,VOTANTES,CAMBIEMOS,CAMBIEMOS,CAMBIEMOS,ALIANZA FRENTE PARA LA VICTORIA,UNIDAD CIUDADANA,UNIDAD CIUDADANA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),1PAIS,1PAIS,VOTOS BLANCOS,VOTOS BLANCOS,VOTOS BLANCOS,FRENTE JUSTICIALISTA,FRENTE JUSTICIALISTA,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES
,,,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,paso_2017,DN_2017,paso_2017,DN_2017,DN_2015
dpto_merger_str,circuito,PROV_REF_ID,,,,,,,,,,,,,,,,,,,,,,,
comuna 08,0090,1,138.12,179.03,149.19,100.0,100.0,100.0,35.39,51.11,44.72,35.83,37.87,35.56,20.86,,,3.2399999999999998,2.0,1.0699999999999998,,,5.0200000000000005,6.23,5.319999999999999
comuna 09,0091,1,132.45,207.45,152.18,100.0,100.0,100.0,25.790000000000003,45.07,34.98,42.46,50.33,44.629999999999995,21.59,,,4.25,2.98,0.95,,,5.779999999999999,6.959999999999999,4.25
comuna 09,0092,1,132.02,175.26,161.68,100.0,100.0,100.0,39.06,58.709999999999994,55.94,25.39,31.15,30.11,20.76,,,2.4899999999999998,1.87,1.1199999999999999,,,5.7,7.71,6.17
comuna 09,0093,1,146.19,200.19,175.04,100.0,100.0,100.0,41.53,65.55,59.38,31.91,41.85,39.15,24.81,,,3.2199999999999998,1.63,1.13,,,5.65,7.5600000000000005,6.12
comuna 09,0094,1,128.2,182.20000000000002,145.11,100.0,100.0,100.0,36.71,55.82,47.44,26.63,35.25,29.89,19.25,,,2.45,1.79,0.9299999999999999,,,6.43,7.62,6.75
comuna 09,0095,1,127.47999999999999,158.44,137.09,100.0,100.0,100.0,39.61,55.410000000000004,49.81,25.39,30.2,27.62,20.14,,,2.8400000000000003,1.29,0.8999999999999999,,,4.08,5.8500000000000005,5.4
comuna 09,0096,1,130.97,166.94,134.67,100.0,100.0,100.0,37.74,53.39,45.42,28.02,32.16,28.65,22.37,,,2.77,1.58,1.04,,,4.4799999999999995,5.680000000000001,5.57
comuna 09,0097,1,148.4,215.11,139.57,100.0,100.0,100.0,39.879999999999995,67.44,46.48,36.16,47.28,32.34,24.52,,,3.7699999999999996,2.08,0.91,,,5.76,6.069999999999999,5.75
comuna 09,0098,1,132.04,153.2,143.45000000000002,100.0,100.0,100.0,43.01,55.82,53.33,24.83,25.94,26.27,22.12,,,3.1300000000000003,1.4000000000000001,1.03,,,3.92,5.6000000000000005,5.33
comuna 09,0099,1,127.66999999999999,208.55,163.13,100.0,100.0,100.0,44.4,82.53,67.84,22.61,33.17,27.13,20.77,,,2.7199999999999998,2.19,1.26,,,5.65,6.329999999999999,5.12
comuna 09,0100,1,126.27,161.54,132.77,100.0,100.0,100.0,42.76,59.46,52.16,22.759999999999998,26.029999999999998,23.36,20.29,,,2.46,1.41,0.8200000000000001,,,4.16,5.41,5.81
comuna 09,0101,1,133.83,169.53,134.98000000000002,100.0,100.0,100.0,43.580000000000005,61.519999999999996,50.83,23.35,27.12,22.25,18.18,,,2.8400000000000003,1.3299999999999998,0.76,,,4.7,5.56,5.949999999999999
comuna 10,0102,1,128.07,147.65,126.44999999999999,100.0,100.0,100.0,45.62,57.95,51.29,21.05,22.91,20.84,17.8,,,2.16,1.15,0.72,,,3.6700000000000004,4.77,5.53
comuna 10,0103,1,129.68,129.59,127.89999999999999,100.0,100.0,100.0,43.9,48.339999999999996,48.77,21.990000000000002,20.14,21.6,18.52,,,2.39,1.3599999999999999,0.62,,,3.3000000000000003,4.82,5.17
comuna 10,0104,1,133.47,168.09,139.68,100.0,100.0,100.0,42.51,58.830000000000005,50.480000000000004,23.71,28.09,24.57,21.07,,,2.23,1.53,0.91,,,4.5,6.08,6.4399999999999995
comuna 10,0105,1,133.24,158.63,148.63,100.0,100.0,100.0,44.73,58.69,56.89999999999999,22.91,25.94,25.09,18.85,,,2.48,1.55,1.03,,,4.26,6.419999999999999,6.52
comuna 10,0106,1,133.83,155.7,137.72,100.0,100.0,100.0,42.78,55.620000000000005,50.519999999999996,24.47,25.19,23.64,18.88,,,2.96,1.4500000000000002,0.88,,,4.36,5.72,5.8999999999999995
comuna 10,0107,1,128.29,179.46,131.58,100.0,100.0,100.0,42.29,64.63,48.15,23.72,29.54,23.52,18.11,,,2.6100000000000003,1.48,0.86,,,5.74,6.05,6.49
comuna 10,0108,1,138.16,163.86,132.51999999999998,100.0,100.0,100.0,43.580000000000005,57.60999999999999,48.3,25.169999999999998,27.66,24.23,20.03,,,2.63,1.6400000000000001,0.8699999999999999,,,5.54,6.49,7.1
comuna 10,0109,1,132.04,178.48,139.44,100.0,100.0,100.0,42.41,62.79,50.6,23.18,30.19,24.5,16.98,,,2.04,1.83,0.89,,,6.17,7.090000000000001,6.76
comuna 10,0110,1,131.89,173.16,135.34,100.0,100.0,100.0,40.67,56.86,46.47,26.66,34.1,27.46,16.81,,,2.21,1.26,0.96,,,5.29,6.4799999999999995,6.68
comuna 10,0111,1,137.81,169.79,145.07000000000002,100.0,100.0,100.0,42.199999999999996,56.89999999999999,49.88,23.369999999999997,26.91,24.82,18.4,,,2.39,1.54,0.96,,,5.390000000000001,6.7299999999999995,5.8999999999999995
comuna 10,0112,1,143.35,150.15,154.79,100.0,100.0,100.0,41.99,49.45,53.43,26.810000000000002,25.919999999999998,28.02,20.169999999999998,,,2.92,1.6199999999999999,1.2,,,4.46,7.93,6.99
comuna 11,0113,1,137.65,156.44,136.92,100.0,100.0,100.0,44.34,54.48,49.830000000000005,25.41,26.46,23.82,19.27,,,1.95,1.48,0.75,,,5.07,6.43,6.279999999999999
comuna 11,0114,1,132.10999999999999,153.21,140.44,100.0,100.0,100.0,42.230000000000004,53.06999999999999,49.78,23.86,26.169999999999998,25.41,15.690000000000001,,,2.42,1.1400000000000001,0.8999999999999999,,,4.55,6.58,6.08
comuna 11,0115,1,139.47,149.98,149.3,100.0,100.0,100.0,42.449999999999996,49.59,50.68,26.6,26.840000000000003,27.57,18.02,,,2.75,1.41,1.0,,,5.18,8.17,7.37
comuna 11,0116,1,130.88,155.51,135.95999999999998,100.0,100.0,100.0,40.35,52.33,47.02,24.779999999999998,27.689999999999998,24.89,17.49,,,2.3800000000000003,1.22,0.91,,,5.46,7.340000000000001,6.64
comuna 11,0117,1,127.74000000000001,151.09,144.49,100.0,100.0,100.0,43.26,54.04,54.21,22.55,25.82,25.009999999999998,15.22,,,2.04,1.4000000000000001,0.98,,,4.18,6.4799999999999995,5.489999999999999
comuna 11,0118,1,128.57,177.67,146.57,100.0,100.0,100.0,47.22,71.04,59.489999999999995,19.46,24.87,22.06,14.469999999999999,,,1.79,1.46,0.79,,,4.97,5.82,5.36
comuna 11,0119,1,132.17000000000002,160.79000000000002,141.20999999999998,100.0,100.0,100.0,47.58,62.35000000000001,56.28999999999999,21.63,23.82,22.040000000000003,16.05,,,1.7399999999999998,1.1900000000000002,0.7100000000000001,,,4.44,5.56,5.84
comuna 11,0120,1,134.14,161.21,139.66,100.0,100.0,100.0,51.44,66.58,58.940000000000005,20.09,21.7,19.78,16.689999999999998,,,2.15,1.27,0.88,,,3.84,5.17,4.74
comuna 11,0121,1,121.61999999999999,163.39,143.68,100.0,100.0,100.0,45.37,65.58,60.17,18.68,23.44,21.75,16.56,,,2.6,1.41,0.79,,,3.7900000000000005,5.1499999999999995,4.95
comuna 11,0122,1,127.17,151.66,132.29,100.0,100.0,100.0,59.160000000000004,70.87,63.89,14.37,16.669999999999998,15.18,10.8,,,2.1,1.09,0.8,,,2.7199999999999998,3.9800000000000004,3.93
comuna 11,0123,1,128.15,159.76999999999998,148.54,100.0,100.0,100.0,47.53,64.53999999999999,61.760000000000005,19.84,22.78,22.36,14.82,,,2.37,1.29,0.8099999999999999,,,3.81,6.1,5.54
comuna 12,0124,1,129.43,167.35,149.75,100.0,100.0,100.0,44.45,60.68,55.94,24.18,31.019999999999996,28.53,15.659999999999998,,,2.59,1.13,0.95,,,5.050000000000001,6.67,6.370000000000001
comuna 12,0125,1,124.77000000000001,154.48999999999998,146.88000000000002,100.0,100.0,100.0,46.28,57.97,57.89,21.09,24.37,23.76,15.09,,,2.12,1.35,0.9199999999999999,,,4.71,6.61,5.46
comuna 12,0126,1,126.05999999999999,170.60999999999999,143.20999999999998,100.0,100.0,100.0,45.35,62.970000000000006,55.879999999999995,22.689999999999998,27.87,24.65,15.78,,,1.81,1.6500000000000001,0.8,,,5.34,6.81,6.16
comuna 12,0127,1,124.0,159.24,136.75,100.0,100.0,100.0,52.14,69.23,61.550000000000004,16.73,19.75,17.47,12.07,,,1.97,1.1199999999999999,0.6799999999999999,,,4.19,5.2,4.760000000000001
comuna 12,0128,1,123.25,167.78,150.25,100.0,100.0,100.0,45.08,61.95,59.89,20.64,25.729999999999997,24.529999999999998,13.969999999999999,,,2.1399999999999997,1.8800000000000001,0.98,,,5.12,7.180000000000001,5.609999999999999
comuna 12,0129,1,126.08,148.85,143.92000000000002,100.0,100.0,100.0,48.08,58.660000000000004,59.39,19.61,21.22,22.0,12.389999999999999,,,2.06,1.23,0.83,,,4.32,6.3100000000000005,5.6000000000000005
comuna 12,0130,1,126.66,148.91,137.79,100.0,100.0,100.0,47.56,57.46,55.35,19.82,21.41,20.849999999999998,11.41,,,1.8599999999999999,1.21,0.88,,,4.29,6.4399999999999995,5.76
comuna 12,0131,1,122.39,153.44,126.19,100.0,100.0,100.0,44.13,58.26,49.44,18.740000000000002,22.720000000000002,19.24,14.549999999999999,,,2.33,1.52,0.8200000000000001,,,4.390000000000001,5.43,5.47
comuna 12,0132,1,124.79,181.82,136.39,100.0,100.0,100.0,44.66,67.65,53.21,22.2,30.220000000000002,23.23,14.01,,,2.44,1.46,0.8,,,5.01,6.2,5.779999999999999
comuna 12,0133,1,131.41,150.78,134.56,100.0,100.0,100.0,49.830000000000005,60.8,56.15,20.59,21.8,20.330000000000002,13.77,,,1.87,1.34,0.75,,,4.17,5.71,5.75
comuna 13,0134,1,126.93,158.37,148.11,100.0,100.0,100.0,53.769999999999996,68.99,66.17,15.690000000000001,18.02,18.01,9.68,,,2.09,1.32,0.83,,,3.18,4.88,4.02
comuna 13,0135,1,126.83,157.9,138.57999999999998,100.0,100.0,100.0,55.720000000000006,71.04,63.239999999999995,15.43,17.49,15.590000000000002,10.66,,,1.54,1.24,0.7100000000000001,,,3.88,5.609999999999999,4.5600000000000005
comuna 13,0136,1,130.6,187.57999999999998,137.20000000000002,100.0,100.0,100.0,52.690000000000005,78.84,59.440000000000005,17.919999999999998,23.74,18.08,11.37,,,1.76,1.51,1.0,,,5.13,5.83,5.42
comuna 13,0137,1,127.62,160.73,132.71,100.0,100.0,100.0,51.07000000000001,68.47999999999999,57.730000000000004,17.810000000000002,20.19,17.21,11.020000000000001,,,1.78,1.13,0.8999999999999999,,,4.32,5.81,5.3100000000000005
comuna 13,0138,1,132.87,169.66000000000003,147.58,100.0,100.0,100.0,58.940000000000005,76.84,69.16,14.82,17.87,15.78,10.42,,,1.55,1.34,0.96,,,3.9,5.52,4.64
comuna 13,0139,1,128.02,171.43,143.72,100.0,100.0,100.0,58.809999999999995,79.79,69.36,13.0,16.97,14.05,9.16,,,1.4000000000000001,1.32,0.91,,,3.56,4.72,4.07
comuna 13,0140,1,146.58,170.2,143.78,100.0,100.0,100.0,60.58,72.52,62.839999999999996,17.94,19.32,16.41,11.790000000000001,,,2.03,1.6,0.9299999999999999,,,4.35,5.92,5.45
comuna 13,0141,1,135.29,156.68,153.28,100.0,100.0,100.0,61.21,71.39,72.69,14.7,15.89,15.840000000000002,9.62,,,1.55,1.09,1.0,,,2.64,4.67,3.95
comuna 13,0142,1,134.32999999999998,182.7,148.23,100.0,100.0,100.0,73.74000000000001,99.37,82.92,8.16,10.440000000000001,8.260000000000002,6.88,,,1.22,1.06,0.77,,,2.2800000000000002,3.15,2.41
comuna 13,0143,1,134.43,157.91,138.76999999999998,100.0,100.0,100.0,59.84,73.1,67.05,13.469999999999999,15.18,13.18,9.1,,,1.55,1.11,0.76,,,3.15,4.61,4.24
comuna 13,0144,1,128.97,158.54999999999998,130.29999999999998,100.0,100.0,100.0,63.6,79.23,66.56,11.55,14.05,11.48,6.74,,,1.02,1.48,0.8999999999999999,,,3.2199999999999998,4.6,3.7900000000000005
comuna 13,0145,1,126.49999999999999,195.96,146.2,100.0,100.0,100.0,48.199999999999996,76.62,59.72,19.470000000000002,29.609999999999996,22.24,11.05,,,1.47,1.67,0.9900000000000001,,,6.260000000000001,7.48,5.76
comuna 13,0146,1,124.94000000000001,158.02,141.37,100.0,100.0,100.0,43.16,57.21000000000001,52.5,21.25,25.919999999999998,22.95,11.66,,,1.8399999999999999,1.1900000000000002,0.97,,,5.19,7.9,5.93
comuna 13,0147,1,135.35,174.9,138.53,100.0,100.0,100.0,60.88,79.55,64.99000000000001,14.19,17.02,13.86,9.75,,,1.6199999999999999,1.37,0.79,,,4.01,4.89,4.36
comuna 14,0148,1,131.7,153.57,148.07999999999998,100.0,100.0,100.0,64.72,74.47,74.67,11.959999999999999,13.04,12.690000000000001,8.3,,,1.52,1.03,0.8099999999999999,,,2.77,4.26,3.6700000000000004
comuna 14,0149,1,129.39000000000001,170.01,144.36,100.0,100.0,100.0,65.09,83.8,74.19,11.21,12.6,10.8,8.1,,,1.48,1.02,0.5599999999999999,,,2.4899999999999998,3.55,2.85
comuna 14,0150,1,130.73999999999998,208.93,144.17,100.0,100.0,100.0,77.0,117.86000000000001,84.32,7.28,9.44,6.510000000000001,5.26,,,1.0699999999999998,0.8999999999999999,0.59,,,1.55,2.08,1.76
comuna 14,0151,1,134.23000000000002,181.89,153.54000000000002,100.0,100.0,100.0,67.92,91.27,79.67,11.73,13.96,11.49,7.39,,,1.3299999999999998,1.1199999999999999,0.8,,,2.33,3.73,2.78
comuna 14,0152,1,139.84,181.04,153.85999999999999,100.0,100.0,100.0,64.78,86.57000000000001,76.1,13.15,15.75,13.22,8.16,,,1.3599999999999999,1.3299999999999998,0.97,,,3.2399999999999998,4.569999999999999,3.6799999999999997
comuna 14,0153,1,135.75,172.63,145.47,100.0,100.0,100.0,53.81,72.31,62.35000000000001,17.36,21.04,17.95,10.35,,,1.92,1.39,0.88,,,4.33,5.82,5.09
comuna 14,0154,1,132.98000000000002,151.41,164.43,100.0,100.0,100.0,49.28,57.89,64.85,19.55,20.82,22.68,10.18,,,1.8499999999999999,1.16,0.9299999999999999,,,3.6799999999999997,7.109999999999999,5.41
comuna 14,0155,1,138.54999999999998,175.38,149.94,100.0,100.0,100.0,50.3,66.19,58.15,22.689999999999998,26.169999999999998,23.18,12.27,,,2.09,1.4200000000000002,0.7799999999999999,,,4.68,6.239999999999999,5.83
comuna 14,0156,1,131.01,157.22,144.29000000000002,100.0,100.0,100.0,40.949999999999996,51.82,49.230000000000004,23.200000000000003,26.369999999999997,25.03,12.2,,,1.7000000000000002,1.47,0.8500000000000001,,,5.57,7.82,6.83
comuna 14,0157,1,131.19,157.02,134.42000000000002,100.0,100.0,100.0,41.980000000000004,52.31,46.2,24.0,26.810000000000002,24.5,11.66,,,2.02,1.3,0.83,,,5.53,7.41,6.92
comuna 15,0158,1,146.74,171.53,152.46,100.0,100.0,100.0,45.48,55.97,51.78,25.39,28.17,25.97,14.23,,,1.9,1.3599999999999999,0.91,,,5.800000000000001,8.15,6.77
comuna 15,0159,1,136.52,178.65,148.65,100.0,100.0,100.0,40.089999999999996,56.66,47.68,25.6,32.87,27.139999999999997,14.95,,,2.56,1.41,0.8699999999999999,,,5.91,8.21,6.36
comuna 15,0160,1,141.75,165.56,147.5,100.0,100.0,100.0,43.18,54.449999999999996,50.21,23.549999999999997,26.66,23.89,14.099999999999998,,,2.08,1.5,1.0999999999999999,,,5.52,7.7700000000000005,6.3100000000000005
comuna 15,0161,1,142.5,179.59,154.51,100.0,100.0,100.0,40.96,56.599999999999994,50.39,26.640000000000004,32.68,28.4,15.120000000000001,,,2.27,1.4200000000000002,0.74,,,6.460000000000001,8.3,7.41
comuna 15,0162,1,136.78,193.31,150.28,100.0,100.0,100.0,37.019999999999996,56.879999999999995,45.7,28.439999999999998,37.6,30.79,17.21,,,2.87,1.6099999999999999,0.9299999999999999,,,7.2700000000000005,8.76,7.580000000000001
comuna 15,0163,1,130.17000000000002,165.20999999999998,162.87,100.0,100.0,100.0,35.38,47.510000000000005,49.26,29.03,33.58,35.54,14.39,,,3.2399999999999998,1.4200000000000002,0.97,,,6.16,9.42,7.16
comuna 15,0164,1,136.20000000000002,167.74,144.59,100.0,100.0,100.0,39.46,51.82,46.35,26.450000000000003,29.7,27.0,14.06,,,2.52,1.59,1.09,,,6.510000000000001,8.37,6.76
comuna 15,0165,1,128.65,153.84,137.26,100.0,100.0,100.0,43.99,53.68000000000001,50.32,22.35,25.540000000000003,23.79,13.320000000000002,,,1.9300000000000002,1.51,0.89,,,5.06,7.539999999999999,6.3
comuna 15,0166,1,137.7,144.59,130.76000000000002,100.0,100.0,100.0,43.93,49.5,46.22,26.840000000000003,27.47,25.56,16.259999999999998,,,2.31,1.0,0.62,,,5.4,6.92,7.66
comuna 15,0167,1,123.86999999999999,151.8,136.5,100.0,100.0,100.0,44.769999999999996,57.66,53.169999999999995,21.81,24.68,22.78,14.27,,,1.8499999999999999,1.37,0.74,,,5.050000000000001,6.97,5.79
coronel de marina l. rosales,0248,2,134.76999999999998,144.12,137.67000000000002,100.0,100.0,100.0,51.470000000000006,54.15,62.44,17.51,13.41,14.16,15.93,15.89,10.72,8.76,6.959999999999999,4.95,4.24,4.4799999999999995,2.48,3.74,3.06
coronel de marina l. rosales,0248A,2,125.22999999999999,152.03,134.32999999999998,100.0,100.0,100.0,37.85,45.61,53.43,30.459999999999997,22.64,25.669999999999998,16.619999999999997,10.14,6.569999999999999,9.85,5.74,2.69,10.81,7.76,2.36,3.2800000000000002,3.6900000000000004
coronel de marina l. rosales,0248B,2,165.69,180.51999999999998,175.0,100.0,100.0,100.0,65.69,66.23,77.5,6.859999999999999,5.19,6.25,15.690000000000001,6.49,10.0,7.84,14.29,3.75,0.0,0.0,1.3,2.5,3.92
coronel de marina l. rosales,0248C,2,139.15,144.06,139.76,100.0,100.0,100.0,46.35,47.81,59.28,21.63,15.4,16.74,20.880000000000003,18.29,12.94,11.39,9.33,7.62,3.5900000000000003,5.19,2.2800000000000002,3.15,4.2700000000000005
coronel de marina l. rosales,0248D,2,134.57,133.05,128.92999999999998,100.0,100.0,100.0,44.65,41.99,53.32,23.98,15.260000000000002,17.34,19.34,17.27,13.530000000000001,12.479999999999999,10.65,6.36,4.35,4.49,1.8499999999999999,3.27,2.8400000000000003
coronel de marina l. rosales,0248E,2,128.10999999999999,144.19,126.21,100.0,100.0,100.0,50.46000000000001,59.330000000000005,63.51,15.479999999999999,12.26,11.27,19.38,17.919999999999998,10.81,11.709999999999999,9.76,6.1,4.29,3.8600000000000003,2.78,3.1300000000000003,2.36
coronel de marina l. rosales,0248F,2,150.04999999999998,155.83,151.16,100.0,100.0,100.0,64.33,67.08,77.60000000000001,8.18,4.9,4.34,15.57,11.98,8.88,8.18,6.04,4.54,1.67,2.7199999999999998,1.67,1.31,1.18
coronel de marina l. rosales,0249,2,119.68,139.38,129.32999999999998,100.0,100.0,100.0,49.4,50.260000000000005,57.69,18.47,20.73,19.23,12.85,16.580000000000002,12.5,9.64,6.74,2.88,3.63,6.7299999999999995,1.04,0.96,2.41
coronel de marina l. rosales,0249A,2,126.25999999999999,167.17,225.84,100.0,100.0,100.0,42.089999999999996,64.46,104.85,20.7,20.0,26.58,16.939999999999998,16.41,16.89,6.419999999999999,5.54,12.04,5.87,10.57,3.37,5.58,2.48
coronel de marina l. rosales,0249B,2,117.89,127.94000000000001,126.69999999999999,100.0,100.0,100.0,35.32,40.69,51.459999999999994,32.11,28.43,22.82,19.27,16.18,14.56,10.09,2.94,4.8500000000000005,3.4299999999999997,4.37,1.96,1.46,1.83
coronel dorrego,0232,2,124.42999999999999,139.97,131.64000000000001,100.0,100.0,100.0,45.48,46.72,52.6,26.950000000000003,24.310000000000002,24.12,8.52,15.14,10.83,17.87,8.99,6.7,5.65,5.62,1.6500000000000001,2.4,1.7399999999999998
coronel dorrego,0232A,2,140.91,136.35999999999999,136.35999999999999,100.0,100.0,100.0,77.27000000000001,68.17999999999999,63.63999999999999,22.73,13.639999999999999,18.18,0.0,9.09,9.09,0.0,9.09,4.55,0.0,0.0,0.0,0.0,0.0
coronel dorrego,0233,2,114.29,132.43,111.35999999999999,100.0,100.0,100.0,61.9,70.27,77.27000000000001,9.520000000000001,10.81,4.55,2.3800000000000003,2.7,6.819999999999999,11.899999999999999,13.51,4.55,0.0,4.55,0.0,0.0,0.0
coronel dorrego,0234,2,131.25,137.1,133.86,100.0,100.0,100.0,67.97,71.77,74.02,10.16,12.1,12.6,7.8100000000000005,12.1,10.24,10.94,1.6099999999999999,0.0,0.8099999999999999,2.36,0.0,0.0,1.5599999999999998
coronel dorrego,0235,2,211.10999999999999,200.0,186.67000000000002,100.0,100.0,100.0,94.44,92.86,93.33,5.56,0.0,0.0,0.0,7.140000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coronel dorrego,0236,2,136.10999999999999,167.07,161.17999999999998,100.0,100.0,100.0,66.67,62.2,63.53,9.26,12.2,15.290000000000001,12.959999999999999,12.2,9.41,8.33,2.44,4.71,0.0,2.35,3.66,3.53,1.8499999999999999
coronel dorrego,0236A,2,137.5,120.0,120.0,100.0,100.0,100.0,43.75,60.0,93.33,18.75,6.67,0.0,25.0,26.669999999999998,0.0,6.25,6.67,0.0,0.0,0.0,0.0,0.0,0.0
coronel dorrego,0237,2,118.49000000000001,128.38,125.64,100.0,100.0,100.0,31.78,36.68,42.309999999999995,34.52,31.730000000000004,31.34,8.219999999999999,10.92,10.4,22.05,8.59,7.26,7.86,5.9799999999999995,0.58,1.9900000000000002,1.78
coronel dorrego,0237A,2,171.04999999999998,182.05,157.78,100.0,100.0,100.0,78.95,61.53999999999999,62.22,5.26,10.26,6.67,10.530000000000001,20.51,22.220000000000002,2.63,0.0,0.0,5.13,6.67,2.56,0.0,0.0
coronel dorrego,0238,2,121.88000000000001,129.79,125.57000000000001,100.0,100.0,100.0,45.73,46.83,53.81,23.64,24.45,25.869999999999997,12.21,13.750000000000002,9.31,10.37,5.96,5.47,4.97,3.47,1.22,1.8499999999999999,0.7799999999999999
coronel pringles,0240,2,132.46,139.05,131.14,100.0,100.0,100.0,42.02,46.69,51.629999999999995,28.449999999999996,26.979999999999997,24.5,10.89,9.32,7.85,18.15,9.969999999999999,8.64,3.1199999999999997,2.91,3.3300000000000005,3.4299999999999997,2.31
coronel pringles,0241,2,112.5,150.0,150.0,100.0,100.0,100.0,62.5,75.0,100.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
coronel pringles,0242,2,109.09,144.44,144.44,100.0,100.0,100.0,54.55,88.89,88.89,0.0,11.110000000000001,0.0,9.09,0.0,0.0,18.18,0.0,11.110000000000001,0.0,0.0,0.0,0.0,0.0
coronel pringles,0243,2,122.66,132.13,125.6,100.0,100.0,100.0,31.06,52.400000000000006,52.72,28.9,23.07,27.76,20.5,10.27,10.14,15.709999999999999,8.4,5.83,1.73,2.15,0.8,1.1400000000000001,0.84
coronel pringles,0244,2,111.11,130.77,130.77,100.0,100.0,100.0,44.440000000000005,46.150000000000006,61.53999999999999,11.110000000000001,23.080000000000002,30.769999999999996,22.220000000000002,7.6899999999999995,7.6899999999999995,0.0,15.379999999999999,0.0,7.6899999999999995,0.0,0.0,0.0,0.0
coronel pringles,0245,2,225.0,257.14,225.0,100.0,100.0,100.0,37.5,85.71,75.0,25.0,14.29,0.0,25.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0
coronel pringles,0246,2,134.72,161.82000000000002,156.14,100.0,100.0,100.0,66.67,70.91,73.68,9.719999999999999,10.91,10.530000000000001,9.719999999999999,1.82,0.0,0.0,1.82,1.7500000000000002,5.45,3.51,9.09,7.02,4.17
coronel suarez,0252,2,125.07,137.22,127.14000000000001,100.0,100.0,100.0,44.18,40.64,44.87,26.450000000000003,15.68,20.53,13.59,15.76,15.03,12.72,20.86,12.53,2.87,2.5700000000000003,3.2800000000000002,4.25,2.6599999999999997
coronel suarez,0253,2,120.17,125.84,123.75,100.0,100.0,100.0,35.260000000000005,23.669999999999998,30.509999999999998,30.19,16.88,24.26,13.88,14.860000000000001,16.54,16.6,34.06,20.150000000000002,2.2399999999999998,2.5700000000000003,2.6100000000000003,4.12,1.72
coronel suarez,0254,2,127.4,138.45000000000002,144.9,100.0,100.0,100.0,40.23,37.04,53.7,22.95,19.42,21.62,17.130000000000003,18.240000000000002,17.36,13.900000000000002,11.15,10.63,2.09,2.63,1.91,2.23,1.37
coronel suarez,0255,2,166.67000000000002,152.0,133.32999999999998,100.0,100.0,100.0,83.33,76.0,92.58999999999999,3.3300000000000005,0.0,0.0,0.0,12.0,3.6999999999999997,6.67,8.0,0.0,0.0,0.0,4.0,0.0,0.0
coronel suarez,0255A,2,150.0,173.33,147.06,100.0,100.0,100.0,70.0,66.67,82.35,10.0,6.67,0.0,5.0,6.67,0.0,15.0,6.67,0.0,0.0,5.88,0.0,5.88,0.0
coronel suarez,0256,2,253.33,166.67000000000002,122.22,100.0,100.0,100.0,53.33,42.86,51.849999999999994,20.0,14.29,14.81,13.33,14.29,22.220000000000002,0.0,14.29,7.41,4.760000000000001,3.6999999999999997,0.0,0.0,0.0
coronel suarez,0256A,2,113.91,130.32,124.22,100.0,100.0,100.0,45.03,50.970000000000006,52.17,28.48,22.58,23.599999999999998,9.93,12.9,10.56,7.28,4.52,4.97,3.8699999999999997,4.35,0.65,4.35,3.3099999999999996
coronel suarez,0257,2,,500.0,500.0,,100.0,100.0,,100.0,100.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
coronel suarez,0258,2,114.44000000000001,120.5,117.68,100.0,100.0,100.0,37.78,31.680000000000003,40.849999999999994,21.67,13.66,17.68,14.44,20.5,20.73,22.78,26.090000000000003,16.46,2.48,1.22,1.8599999999999999,1.83,0.5599999999999999
coronel suarez,0258A,2,119.29,147.23,120.71000000000001,100.0,100.0,100.0,34.82,32.62,32.59,27.29,20.36,22.13,19.470000000000002,25.97,23.04,11.88,28.189999999999998,14.05,4.02,3.1300000000000003,3.39,3.47,2.0
coronel suarez,0258B,2,116.17,123.29,152.95000000000002,100.0,100.0,100.0,38.18,20.7,35.33,27.92,21.81,34.5,17.19,15.5,22.6,12.520000000000001,32.64,25.369999999999997,3.34,4.34,2.08,3.8699999999999997,1.5599999999999998
coronel suarez,0258C,2,127.83,133.04,127.97,100.0,100.0,100.0,38.26,36.52,45.76,28.7,20.87,22.88,8.7,12.17,13.56,20.87,22.61,12.709999999999999,2.6100000000000003,1.69,2.6100000000000003,1.69,1.7399999999999998
daireaux,0179,2,122.75,131.45,122.69000000000001,100.0,100.0,100.0,45.129999999999995,42.94,48.24,37.47,29.62,31.819999999999997,7.9799999999999995,11.55,7.140000000000001,13.200000000000001,8.85,7.86,2.87,2.64,0.8200000000000001,1.26,1.0
