,,,ELECTORES,ELECTORES,ELECTORES,VOTANTES,VOTANTES,VOTANTES,CAMBIEMOS,CAMBIEMOS,CAMBIEMOS,ALIANZA FRENTE PARA LA VICTORIA,UNIDAD CIUDADANA,UNIDAD CIUDADANA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),1PAIS,1PAIS,VOTOS BLANCOS,VOTOS BLANCOS,VOTOS BLANCOS,FRENTE JUSTICIALISTA,FRENTE JUSTICIALISTA,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES
,,,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,DN_2015,paso_2017,DN_2017,paso_2017,DN_2017,paso_2017,DN_2017,DN_2015
dpto_merger_str,circuito,PROV_REF_ID,,,,,,,,,,,,,,,,,,,,,,,
la plata,0488,2,125.85,126.92000000000002,123.29,100.0,100.0,100.0,42.84,44.86,52.49,23.400000000000002,20.72,23.44,13.71,11.06,7.2700000000000005,4.53,2.07,2.33,5.050000000000001,4.32,6.25,9.120000000000001,9.370000000000001
la plata,0493,2,,,163.79,,,100.0,,,37.93,,,32.76,,,8.62,,,5.17,,10.34,,5.17,
la plata,0495,2,131.79000000000002,136.39,131.56,100.0,100.0,100.0,43.79,48.309999999999995,54.84,20.26,19.42,21.05,12.64,11.23,7.829999999999999,4.15,2.67,2.17,5.27,4.37,5.11,7.3,7.5
la plata,0496,2,123.13000000000001,135.19,140.89000000000001,100.0,100.0,100.0,37.980000000000004,40.32,52.7,26.479999999999997,24.9,30.380000000000003,18.96,14.030000000000001,10.31,5.96,3.42,3.27,6.03,5.67,5.46,7.829999999999999,6.510000000000001
la plata,0496A,2,127.85,156.04,129.95000000000002,100.0,100.0,100.0,23.34,28.57,31.8,44.879999999999995,41.23,41.760000000000005,19.939999999999998,14.74,9.879999999999999,9.5,8.219999999999999,4.79,8.14,6.45,4.9399999999999995,4.73,4.2700000000000005
la plata,0496B,2,125.1,166.2,142.41,100.0,100.0,100.0,31.6,39.379999999999995,41.48,35.43,36.18,37.29,18.78,17.150000000000002,11.09,9.16,7.109999999999999,5.0,9.610000000000001,6.94,5.0,6.01,5.08
la plata,0496C,2,132.05,149.39,127.27,100.0,100.0,100.0,34.11,38.6,41.5,34.78,33.17,32.1,20.200000000000003,15.25,9.65,8.58,5.08,3.6900000000000004,7.21,5.99,4.67,5.93,5.46
la plata,0496D,2,120.09,148.0,135.9,100.0,100.0,100.0,31.019999999999996,36.33,42.19,31.240000000000002,29.94,31.04,19.37,14.180000000000001,9.43,8.91,5.27,4.390000000000001,8.94,6.49,4.66,5.63,5.52
la plata,0496E,2,152.54000000000002,128.18,123.97,100.0,100.0,100.0,40.53,32.95,39.78,41.43,29.959999999999997,33.26,21.12,13.26,8.53,9.879999999999999,3.81,4.72,6.76,5.29,5.390000000000001,7.489999999999999,7.89
la plata,0496F,2,121.97,124.46,119.31,100.0,100.0,100.0,35.61,34.53,43.45,29.549999999999997,25.900000000000002,28.28,18.18,15.110000000000001,9.66,9.09,13.669999999999998,8.28,2.88,4.83,0.0,4.83,1.52
la plata,0497,2,130.85,145.53,141.07,100.0,100.0,100.0,46.989999999999995,48.949999999999996,56.220000000000006,24.01,21.37,23.61,18.01,13.819999999999999,9.78,5.24,2.93,2.81,5.5,4.75,5.0200000000000005,7.06,6.890000000000001
la plata,0497A,2,138.89000000000001,180.73,150.0,100.0,100.0,100.0,30.56,35.27,40.0,23.810000000000002,20.36,28.18,29.759999999999998,19.64,12.73,9.520000000000001,6.550000000000001,8.18,4.0,6.36,3.27,3.64,3.5700000000000003
la plata,0497B,2,126.35000000000001,137.69,127.3,100.0,100.0,100.0,36.38,37.04,44.58,29.849999999999998,25.11,29.080000000000002,20.34,13.389999999999999,10.59,8.37,4.53,3.5900000000000003,6.36,5.58,4.41,5.6899999999999995,5.319999999999999
la plata,0497C,2,125.49999999999999,143.28,145.84,100.0,100.0,100.0,28.13,29.09,36.27,33.67,28.310000000000002,32.7,20.09,14.149999999999999,11.12,9.69,4.91,4.6899999999999995,6.3,5.66,4.3,5.86,4.58
la plata,0497D,2,123.13000000000001,138.14,125.11000000000001,100.0,100.0,100.0,34.17,40.9,46.27,25.230000000000004,24.65,27.48,20.26,14.37,9.99,7.75,4.8500000000000005,3.88,6.75,5.779999999999999,5.38,5.48,5.029999999999999
la plata,0497E,2,128.1,151.34,150.14000000000001,100.0,100.0,100.0,32.629999999999995,30.36,41.22,32.48,26.229999999999997,31.72,21.18,13.66,10.54,9.17,4.14,4.89,6.38,5.71,3.92,4.89,5.04
la plata,0497F,2,190.56,174.56,155.73,100.0,100.0,100.0,18.68,37.91,45.78,18.509999999999998,31.34,31.78,15.879999999999999,16.38,12.8,7.55,9.48,9.07,9.139999999999999,7.88,5.24,6.069999999999999,3.17
la plata,0498,2,122.75,380.31,132.32999999999998,100.0,100.0,100.0,24.55,84.65,37.669999999999995,42.58,89.75999999999999,36.99,20.8,43.309999999999995,10.27,8.459999999999999,12.989999999999998,5.07,20.47,6.710000000000001,5.510000000000001,3.29,2.22
la plata,0501,2,129.83,140.34,133.47,100.0,100.0,100.0,42.0,46.03,52.05,22.900000000000002,20.49,22.63,14.74,12.32,8.77,4.99,2.96,2.7,6.01,5.01,5.0,6.54,6.17
la plata,0502,2,126.39,137.23000000000002,131.94,100.0,100.0,100.0,38.33,42.8,47.74,28.64,26.669999999999998,28.060000000000002,15.98,12.75,8.48,5.47,3.32,2.71,6.52,5.35,4.67,6.08,6.370000000000001
la plata,0503,2,125.93,162.39,130.68,100.0,100.0,100.0,30.2,45.879999999999995,46.58,38.57,34.21,32.64,20.369999999999997,17.07,9.13,8.690000000000001,6.34,3.92,10.100000000000001,8.08,5.0,6.260000000000001,4.4799999999999995
la plata,0503A,2,126.55000000000001,160.32999999999998,142.44,100.0,100.0,100.0,33.019999999999996,33.239999999999995,37.01,34.07,24.6,26.029999999999998,19.17,14.729999999999999,8.77,8.76,4.02,2.9000000000000004,7.7299999999999995,5.56,5.06,5.390000000000001,6.16
la plata,0504,2,124.44999999999999,129.62,123.83999999999999,100.0,100.0,100.0,41.839999999999996,43.51,49.89,28.46,24.22,26.08,12.879999999999999,10.979999999999999,7.5200000000000005,5.4399999999999995,2.94,2.62,7.180000000000001,5.9799999999999995,4.79,6.75,7.109999999999999
la plata,0504A,2,123.83999999999999,142.65,129.55,100.0,100.0,100.0,42.970000000000006,49.559999999999995,52.470000000000006,23.44,22.040000000000003,22.95,11.42,10.280000000000001,6.78,4.3999999999999995,3.0,2.44,7.380000000000001,5.84,4.78,6.6000000000000005,6.94
la plata,0504C,2,,256.76,209.56,,100.0,100.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
la plata,0505,2,127.56,130.22,126.69999999999999,100.0,100.0,100.0,35.76,40.81,48.11,28.349999999999998,26.169999999999998,26.400000000000002,16.8,13.350000000000001,9.08,5.5,3.35,2.86,7.21,5.970000000000001,4.24,5.87,5.140000000000001
la plata,0505A,2,117.04,151.34,128.7,100.0,100.0,100.0,25.509999999999998,32.21,36.22,41.05,38.68,36.53,15.42,12.989999999999998,8.39,5.9799999999999995,4.79,3.7900000000000005,8.61,6.22,4.37,5.04,4.63
la plata,0505B,2,141.86,192.91,162.65,100.0,100.0,100.0,23.46,20.49,23.31,51.739999999999995,32.92,35.4,24.5,15.25,10.4,11.88,4.26,3.47,8.53,7.5,6.0600000000000005,4.9,3.11
la plata,0508,2,119.41999999999999,131.01,133.01000000000002,100.0,100.0,100.0,29.709999999999997,31.47,42.96,33.61,28.110000000000003,32.42,19.869999999999997,13.54,10.26,8.42,5.57,4.36,8.04,6.5600000000000005,4.590000000000001,6.09,4.9399999999999995
la plata,0508A,2,126.11000000000001,140.89000000000001,128.10999999999999,100.0,100.0,100.0,34.25,41.19,47.260000000000005,25.290000000000003,22.62,25.06,18.73,13.54,9.629999999999999,6.69,5.53,3.17,6.1899999999999995,5.36,4.3999999999999995,5.55,5.3100000000000005
la plata,0508B,2,117.65,138.39,134.10999999999999,100.0,100.0,100.0,20.87,23.29,32.04,44.230000000000004,39.26,44.66,18.84,13.139999999999999,10.290000000000001,9.29,5.93,4.75,8.9,7.76,3.35,4.95,4.4799999999999995
la plata,0508C,2,140.32,138.46,128.95000000000002,100.0,100.0,100.0,30.98,28.93,35.66,45.53,34.22,37.08,21.57,14.37,9.76,11.19,5.75,4.37,7.539999999999999,6.15,4.5600000000000005,5.45,4.83
la plata,0508D,2,136.26,149.36,169.85,100.0,100.0,100.0,28.54,27.02,41.349999999999994,39.46,27.779999999999998,37.08,22.31,12.280000000000001,10.43,9.87,5.800000000000001,4.61,7.140000000000001,8.15,3.32,4.55,3.34
la plata,0508E,2,124.2,141.29,142.66,100.0,100.0,100.0,33.81,30.0,39.290000000000006,33.1,23.5,28.07,22.82,13.350000000000001,9.719999999999999,8.86,2.97,3.36,6.370000000000001,5.4,3.92,5.1499999999999995,5.050000000000001
la plata,0508F,2,127.03999999999999,174.34,180.72,100.0,100.0,100.0,30.3,25.590000000000003,35.97,34.39,22.34,30.080000000000002,21.099999999999998,12.479999999999999,10.37,6.510000000000001,3.7199999999999998,4.36,7.449999999999999,9.45,3.38,5.71,3.62
la plata,0508G,2,122.24999999999999,138.67000000000002,134.46,100.0,100.0,100.0,23.3,21.87,29.020000000000003,52.09,38.93,44.04,17.28,15.73,10.620000000000001,0.0,4.8,5.96,7.199999999999999,7.51,2.13,2.33,2.09
la plata,0509,2,157.69,208.1,164.81,100.0,100.0,100.0,15.540000000000001,31.019999999999996,35.480000000000004,21.64,34.06,32.53,10.31,17.8,10.77,4.78,7.539999999999999,3.9600000000000004,9.27,5.3,3.54,4.15,2.13
la plata,0509A,2,119.59,141.81,141.5,100.0,100.0,100.0,36.620000000000005,36.69,45.910000000000004,28.060000000000002,22.14,24.6,20.68,14.249999999999998,10.11,6.84,3.66,4.31,6.63,6.370000000000001,4.08,4.88,3.9600000000000004
la plata,0516,2,130.07,135.71,131.46,100.0,100.0,100.0,46.33,49.81,55.84,21.02,18.709999999999997,20.84,9.76,8.59,6.529999999999999,2.9000000000000004,2.37,2.44,5.510000000000001,4.51,6.17,8.83,9.31
la plata,0517,2,140.24,147.99,142.28,100.0,100.0,100.0,51.790000000000006,52.839999999999996,59.24,23.02,21.41,24.68,9.54,9.5,6.3,3.65,2.26,2.94,6.32,5.0,7.95,10.77,10.75
la plata,0518,2,183.58,129.48,163.63,100.0,100.0,100.0,20.880000000000003,45.86,48.07,10.23,21.63,22.439999999999998,4.569999999999999,9.42,6.92,1.63,1.81,2.22,5.489999999999999,3.35,8.19,8.6,4.5600000000000005
la plata,0519,2,136.84,130.01,137.27,100.0,100.0,100.0,39.25,41.71,46.62,23.53,24.39,26.029999999999998,10.63,10.17,6.2700000000000005,3.7199999999999998,2.85,2.6,5.4,4.66,7.049999999999999,9.520000000000001,10.43
la plata,0520,2,135.13,138.35999999999999,167.11,100.0,100.0,100.0,45.0,39.589999999999996,41.67,26.729999999999997,21.61,21.83,14.7,9.520000000000001,6.17,4.9399999999999995,2.2800000000000002,2.1399999999999997,5.17,4.01,6.1,7.16,10.059999999999999
la plata,0521,2,124.88,140.82,124.49,100.0,100.0,100.0,41.99,49.29,50.61,24.37,26.14,25.8,11.020000000000001,9.89,6.81,3.5700000000000003,2.29,2.15,6.29,4.08,8.07,9.77,10.35
lanus,0259,2,124.22,128.24,130.89,100.0,100.0,100.0,36.25,38.519999999999996,47.69,28.37,29.89,34.02,20.57,15.870000000000001,11.959999999999999,4.7,3.37,1.54,5.12,4.31,4.9,7.28,6.01
lanus,0260,2,161.83,169.08,159.7,100.0,100.0,100.0,37.57,40.0,45.58,27.24,25.569999999999997,28.17,19.509999999999998,14.510000000000002,10.6,3.71,2.48,1.3,4.6,3.5700000000000003,4.29,6.22,5.52
lanus,0261,2,128.29,143.37,134.8,100.0,100.0,100.0,31.86,35.28,40.129999999999995,35.38,34.8,37.49,23.43,15.93,10.979999999999999,5.38,3.4299999999999997,2.4899999999999998,6.2,4.26,4.65,6.63,5.92
lanus,0262,2,136.62,138.84,128.99,100.0,100.0,100.0,22.17,23.56,28.51,49.6,44.81,49.980000000000004,21.15,13.089999999999998,9.13,6.84,5.67,2.78,6.800000000000001,4.77,3.5999999999999996,4.91,4.18
lanus,0263,2,144.6,145.78,141.96,100.0,100.0,100.0,34.62,35.809999999999995,42.01,31.95,30.11,33.19,21.88,14.75,10.39,4.5,3.85,1.78,5.8500000000000005,4.31,4.45,6.660000000000001,5.7700000000000005
lanus,0264,2,121.69000000000001,142.44,129.70999999999998,100.0,100.0,100.0,40.04,47.349999999999994,50.61,27.139999999999997,29.03,29.69,16.619999999999997,16.150000000000002,10.43,3.82,2.42,1.9800000000000002,5.18,4.34,4.3,7.08,5.48
lanus,0265,2,127.71999999999998,131.9,123.8,100.0,100.0,100.0,33.35,35.29,39.58,34.98,34.81,37.330000000000005,19.29,13.86,9.75,4.89,3.5000000000000004,1.7399999999999998,5.57,4.5,4.36,6.2700000000000005,5.6000000000000005
lanus,0271,2,121.42999999999999,125.05,125.22999999999999,100.0,100.0,100.0,40.5,41.44,48.72,27.11,25.91,29.830000000000002,18.759999999999998,14.81,10.76,3.2399999999999998,2.29,1.73,4.58,4.09,4.12,6.81,5.45
lanus,0272,2,141.32,147.45999999999998,140.46,100.0,100.0,100.0,38.83,39.94,44.72,30.31,28.09,30.84,17.73,13.469999999999999,9.48,4.2299999999999995,2.93,1.67,4.8,3.85,3.65,6.0,5.11
lanus,0273,2,131.32999999999998,133.44,129.09,100.0,100.0,100.0,27.889999999999997,28.22,32.87,44.49,40.63,45.62,19.06,12.94,9.04,6.32,4.04,2.33,5.92,4.47,3.38,5.0200000000000005,4.17
lanus,0274,2,127.83,132.76,126.76,100.0,100.0,100.0,34.489999999999995,35.96,41.099999999999994,36.730000000000004,34.11,36.95,21.060000000000002,15.049999999999999,10.67,4.44,3.54,2.11,5.74,4.44,4.109999999999999,5.800000000000001,5.13
lanus,0275,2,122.58,131.6,125.54,100.0,100.0,100.0,39.879999999999995,42.34,47.4,28.52,28.499999999999996,30.86,19.13,14.760000000000002,10.9,3.88,2.83,1.49,4.9,4.06,4.33,6.4,5.35
lanus,0276,2,128.48,129.48,126.46,100.0,100.0,100.0,46.87,47.160000000000004,54.26,25.840000000000003,23.189999999999998,26.11,17.93,14.01,9.86,3.4799999999999995,2.39,1.5,4.66,3.6700000000000004,4.109999999999999,6.32,5.52
laprida,0524,2,120.41999999999999,137.79,123.85999999999999,100.0,100.0,100.0,37.88,39.54,42.59,40.99,38.190000000000005,40.78,6.49,8.05,7.24,8.55,5.64,4.37,2.83,1.97,3.7600000000000002,2.12,1.72
laprida,0525,2,178.57,233.32999999999998,181.82,100.0,100.0,100.0,28.57,33.33,45.45,50.0,55.559999999999995,45.45,14.29,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.140000000000001
laprida,0526,2,130.0,146.67,140.0,100.0,100.0,100.0,50.0,53.33,73.33,25.0,13.33,26.669999999999998,20.0,26.669999999999998,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laprida,0527,2,,225.0,116.67,,100.0,100.0,,50.0,50.0,,0.0,0.0,,0.0,0.0,,25.0,0.0,0.0,16.669999999999998,25.0,33.33,
laprida,0528,2,116.31,132.84,120.91000000000001,100.0,100.0,100.0,44.21,42.79,40.45,39.06,38.81,41.36,8.15,12.44,9.09,6.87,1.0,1.3599999999999999,0.0,2.73,1.0,3.64,1.29
las flores,0538,2,124.08999999999999,136.45000000000002,127.24,100.0,100.0,100.0,37.57,37.39,45.34,31.53,26.35,27.04,12.45,23.43,16.85,13.18,5.48,5.04,3.6999999999999997,3.6799999999999997,2.12,2.9899999999999998,2.94
las flores,0539,2,159.09,191.38,174.6,100.0,100.0,100.0,42.42,36.21,65.08,7.580000000000001,18.970000000000002,11.110000000000001,19.7,25.86,14.29,22.73,8.62,6.35,1.72,0.0,5.17,3.17,0.0
las flores,0540,2,125.0,161.19,135.44,100.0,100.0,100.0,55.43,62.69,70.89,9.78,7.46,6.329999999999999,13.04,14.93,13.919999999999998,9.78,2.9899999999999998,2.53,1.49,3.8,1.49,0.0,0.0
las flores,0541,2,115.09,160.0,142.42,100.0,100.0,100.0,54.72,56.67,69.69999999999999,13.209999999999999,3.3300000000000005,6.0600000000000005,3.7699999999999996,30.0,18.18,16.98,0.0,0.0,0.0,3.0300000000000002,0.0,0.0,0.0
las flores,0542,2,125.0,142.86,126.32000000000001,100.0,100.0,100.0,50.0,48.57,63.160000000000004,18.18,11.43,13.16,4.55,11.43,10.530000000000001,11.360000000000001,11.43,2.63,2.86,2.63,5.71,2.63,2.27
las flores,0543,2,120.99,144.0,130.0,100.0,100.0,100.0,24.69,36.0,48.18,22.63,22.0,19.09,20.990000000000002,28.000000000000004,23.18,13.58,7.5,3.18,3.5000000000000004,4.09,2.0,2.27,3.29
las flores,0544,2,146.43,229.40999999999997,127.59,100.0,100.0,100.0,0.0,41.18,51.72,0.0,11.76,6.9,0.0,29.409999999999997,17.24,0.0,0.0,0.0,0.0,6.9,5.88,10.34,0.0
las flores,0545,2,134.78,145.59,119.75,100.0,100.0,100.0,49.28,50.0,60.49,18.84,0.0,9.879999999999999,17.39,30.880000000000003,19.75,1.4500000000000002,1.47,1.23,1.47,4.9399999999999995,0.0,2.4699999999999998,0.0
leandro n. alem,0549,2,126.58,135.75,123.79,100.0,100.0,100.0,36.18,40.52,44.15,35.74,34.27,36.68,13.819999999999999,12.78,5.949999999999999,12.370000000000001,7.8,5.949999999999999,4.05,3.95,2.3800000000000003,2.0500000000000003,2.44
leandro n. alem,0550,2,inf,138.67000000000002,120.93,,100.0,100.0,inf,13.33,19.77,inf,61.33,62.79,inf,14.67,6.98,inf,8.0,5.81,1.3299999999999998,3.49,1.3299999999999998,1.16,
leandro n. alem,0551,2,144.44,133.76,124.27999999999999,100.0,100.0,100.0,43.37,36.27,48.86,35.24,29.299999999999997,33.7,17.560000000000002,15.379999999999999,6.0600000000000005,15.35,4.2299999999999995,5.64,2.06,3.26,1.0,2.07,2.15
leandro n. alem,0552,2,149.53,125.54,123.36,100.0,100.0,100.0,37.44,34.300000000000004,43.19,45.08,36.36,39.1,25.650000000000002,16.64,8.110000000000001,7.9399999999999995,4.49,3.27,3.36,3.02,1.37,2.03,2.16
leandro n. alem,0553,2,119.93,121.02999999999999,120.59,100.0,100.0,100.0,42.96,39.48,47.06,36.43,38.379999999999995,40.07,8.25,8.12,5.1499999999999995,9.969999999999999,5.8999999999999995,4.41,0.0,1.0999999999999999,1.11,2.21,1.03
lincoln,0554,2,127.25999999999999,149.35,133.85,100.0,100.0,100.0,45.04,44.92,53.12,34.96,24.97,25.240000000000002,10.75,13.36,9.700000000000001,11.77,10.05,4.18,8.0,6.909999999999999,2.02,3.15,2.01
lincoln,0555,2,132.56,150.0,152.83,100.0,100.0,100.0,41.86,44.440000000000005,56.599999999999994,38.37,31.480000000000004,26.419999999999998,1.16,3.6999999999999997,5.66,17.44,9.26,7.55,7.41,1.8900000000000001,0.0,1.8900000000000001,0.0
lincoln,0556,2,inf,146.88000000000002,130.56,,100.0,100.0,inf,67.19000000000001,69.44,inf,7.8100000000000005,12.5,inf,6.25,8.33,inf,7.8100000000000005,0.0,6.25,9.719999999999999,1.5599999999999998,0.0,
lincoln,0557,2,132.10999999999999,153.33,133.72,100.0,100.0,100.0,46.79,45.33,53.49,29.360000000000003,16.0,17.44,11.01,9.33,11.63,9.17,9.33,3.49,8.0,5.81,5.33,6.98,1.83
lincoln,0558,2,136.25,155.77,152.83,100.0,100.0,100.0,55.00000000000001,38.46,54.72,35.0,23.080000000000002,30.19,2.5,7.6899999999999995,7.55,6.25,3.85,3.7699999999999996,7.6899999999999995,3.7699999999999996,1.92,0.0,0.0
lincoln,0559,2,118.66000000000001,130.46,124.16,100.0,100.0,100.0,45.78,42.38,49.79,33.4,25.169999999999998,30.459999999999997,11.200000000000001,19.21,11.129999999999999,6.88,6.619999999999999,1.26,3.9699999999999998,3.9899999999999998,0.44,2.73,1.18
lincoln,0560,2,,166.67000000000002,160.0,,100.0,100.0,,39.58,50.0,,29.17,32.0,,10.42,10.0,,2.08,0.0,8.33,4.0,0.0,4.0,
lincoln,0561,2,115.5,130.44,126.88,100.0,100.0,100.0,38.18,38.56,48.14,36.54,31.840000000000003,30.97,16.45,14.01,10.35,6.23,6.63,2.27,3.55,5.45,1.21,2.63,0.69
lincoln,0562,2,117.45000000000002,128.54000000000002,140.35,100.0,100.0,100.0,41.69,45.0,65.63,29.53,20.76,25.729999999999997,16.7,14.93,11.360000000000001,7.91,5.07,3.65,7.06,6.370000000000001,0.95,1.28,0.67
lincoln,0563,2,116.41999999999999,132.03,126.01,100.0,100.0,100.0,44.35,46.75,54.86,28.95,22.16,21.9,13.15,15.509999999999998,12.559999999999999,9.54,7.199999999999999,3.5900000000000003,4.54,4.41,1.0999999999999999,2.62,2.11
lincoln,0564,2,113.12,188.81,119.27000000000001,100.0,100.0,100.0,35.77,61.73,52.0,38.73,42.24,25.540000000000003,14.29,23.29,12.879999999999999,7.41,7.3999999999999995,2.39,7.22,4.68,1.9900000000000002,2.2800000000000002,1.69
lincoln,0565,2,122.29,131.32999999999998,126.27999999999999,100.0,100.0,100.0,33.71,41.33,51.28,30.86,24.0,23.080000000000002,15.43,20.0,14.099999999999998,14.860000000000001,12.0,3.85,0.67,2.56,1.3299999999999998,3.85,2.86
lincoln,0566,2,117.36,159.46,152.47,100.0,100.0,100.0,51.080000000000005,68.11,78.51,30.14,21.88,26.52,11.49,13.83,9.81,5.37,3.65,1.7000000000000002,3.1399999999999997,4.3,1.02,1.46,0.74
lincoln,0567,2,118.67000000000002,183.67,130.43,100.0,100.0,100.0,48.0,0.0,56.52,25.330000000000002,14.29,20.29,17.330000000000002,18.37,13.04,9.33,8.16,4.35,6.12,4.35,0.0,0.0,0.0
lincoln,0567A,2,155.59,133.14,126.23,100.0,100.0,100.0,71.38,55.33,68.85,29.93,17.87,18.029999999999998,16.78,9.22,5.46,10.2,8.649999999999999,2.46,1.73,2.46,2.02,2.19,2.96
loberia,0568,2,123.42,132.5,126.23,100.0,100.0,100.0,47.56,43.730000000000004,49.62,32.65,26.87,28.349999999999998,8.93,13.780000000000001,10.26,9.78,6.2700000000000005,4.2700000000000005,3.92,3.06,2.88,3.11,1.54
loberia,0568A,2,116.80999999999999,129.57,131.31,100.0,100.0,100.0,43.36,34.22,44.440000000000005,39.53,33.22,39.39,7.08,17.61,8.42,8.260000000000002,4.65,2.69,4.32,1.01,1.3299999999999998,3.37,0.88
loberia,0569,2,152.24,,133.9,100.0,,100.0,55.22,,64.41,20.9,,25.419999999999998,4.4799999999999995,,1.69,16.42,,6.78,,0.0,,0.0,0.0
loberia,0569A,2,155.56,262.5,233.32999999999998,100.0,100.0,100.0,55.559999999999995,75.0,66.67,38.89,12.5,33.33,0.0,0.0,0.0,5.56,0.0,0.0,12.5,0.0,0.0,0.0,0.0
loberia,0570,2,159.09,,147.62,100.0,,100.0,59.089999999999996,,69.05,11.360000000000001,,7.140000000000001,18.18,,14.29,2.27,,2.3800000000000003,,2.3800000000000003,,2.3800000000000003,0.0
loberia,0571,2,255.56,500.0,375.0,100.0,100.0,100.0,66.67,33.33,50.0,11.110000000000001,33.33,25.0,11.110000000000001,0.0,25.0,11.110000000000001,0.0,0.0,33.33,0.0,0.0,0.0,0.0
loberia,0572,2,120.19999999999999,129.66,125.74000000000001,100.0,100.0,100.0,48.68,54.559999999999995,61.040000000000006,24.64,21.529999999999998,20.16,15.22,14.13,10.52,7.99,2.22,1.9900000000000002,3.6999999999999997,3.6700000000000004,1.48,1.9900000000000002,1.8800000000000001
lobos,0574,2,124.21,133.01000000000002,126.08999999999999,100.0,100.0,100.0,43.269999999999996,46.61,53.98,30.049999999999997,24.63,24.19,14.74,11.77,8.88,9.92,4.4799999999999995,3.42,6.61,5.87,3.53,4.08,2.73
lobos,0575,2,132.92,153.72,124.08999999999999,100.0,100.0,100.0,38.79,47.04,46.48,36.7,38.85,30.759999999999998,17.580000000000002,11.66,8.92,12.18,7.199999999999999,4.02,8.3,6.460000000000001,3.4299999999999997,3.2300000000000004,2.2800000000000002
lobos,0576,2,123.75,138.52,255.48000000000002,100.0,100.0,100.0,47.19,47.410000000000004,104.10999999999999,27.500000000000004,25.19,45.89,13.44,7.41,19.18,10.31,5.56,6.8500000000000005,7.04,16.439999999999998,1.8499999999999999,4.79,0.62
lobos,0576A,2,117.11,143.75,126.39,100.0,100.0,100.0,57.89,67.19000000000001,77.78,19.74,10.94,15.28,9.21,4.6899999999999995,0.0,0.0,3.1199999999999997,2.78,9.379999999999999,2.78,0.0,1.39,0.0
lobos,0577,2,121.64999999999999,134.32,122.91000000000001,100.0,100.0,100.0,56.69,64.19,67.38,23.59,17.580000000000002,18.83,9.33,7.42,6.6000000000000005,7.920000000000001,3.39,2.33,3.39,3.3000000000000003,1.48,1.55,0.7000000000000001
lobos,0578,2,120.22999999999999,132.72,125.91000000000001,100.0,100.0,100.0,57.379999999999995,62.870000000000005,68.02,16.28,12.94,13.5,13.36,9.959999999999999,8.23,9.16,4.2700000000000005,3.1,4.6899999999999995,4.45,1.71,2.56,1.02
lobos,0579,2,123.75,443.48,127.25,100.0,100.0,100.0,48.809999999999995,170.43,54.75,20.84,66.09,22.0,17.68,41.74,13.0,6.859999999999999,5.220000000000001,1.0,20.0,5.5,6.959999999999999,3.25,2.11
lobos,0580,2,119.47000000000001,150.6,129.23,100.0,100.0,100.0,52.21,52.38,62.56,18.58,23.21,15.9,15.49,11.899999999999999,10.77,10.620000000000001,2.3800000000000003,1.03,3.5700000000000003,5.13,1.1900000000000002,3.5900000000000003,0.88
lobos,0581,2,120.77,148.82,127.69999999999999,100.0,100.0,100.0,49.84,50.0,66.89,22.040000000000003,14.57,15.540000000000001,15.02,15.35,6.419999999999999,10.86,4.72,2.7,8.66,7.090000000000001,1.18,1.35,0.64
lomas de zamora,0583,2,131.37,147.99,141.47,100.0,100.0,100.0,15.629999999999999,17.9,21.19,58.309999999999995,52.82,54.410000000000004,17.169999999999998,12.26,7.82,8.74,9.46,3.45,4.859999999999999,4.760000000000001,3.36,4.21,3.6900000000000004
lomas de zamora,0584,2,164.94,132.63,129.92,100.0,100.0,100.0,32.45,48.71,55.26,16.64,21.81,23.36,10.34,12.7,8.649999999999999,2.3800000000000003,2.4699999999999998,1.53,3.63,3.85,4.42,7.08,4.26
lomas de zamora,0585,2,123.66999999999999,143.15,125.07,100.0,100.0,100.0,47.33,55.11000000000001,54.76,21.98,22.400000000000002,21.77,15.97,13.22,8.66,2.9499999999999997,2.29,1.35,4.64,3.75,6.04,7.46,6.93
lomas de zamora,0586,2,174.21,134.62,129.12,100.0,100.0,100.0,35.11,49.669999999999995,53.839999999999996,17.11,20.880000000000003,21.58,11.14,12.3,9.19,2.35,2.31,1.5,3.62,3.26,4.47,6.619999999999999,4.52
lomas de zamora,0587,2,126.98,142.74,133.29999999999998,100.0,100.0,100.0,28.18,29.39,35.04,42.18,38.769999999999996,41.370000000000005,17.419999999999998,13.86,9.1,6.329999999999999,5.7299999999999995,2.2399999999999998,4.66,4.4799999999999995,3.88,5.42,4.8
