CODIGO PROVINCIA;CODIGO DEPARTAMENTO;CODIGO CIRCUITO   ;CODIGO MESA;AMBITO;CODIGO VOTOS;VOTOS
14;001;0001 ;0019; ;3275;027
14;001;0001 ;0019; ;3203;013
14;001;0001 ;0020; ;9001;352
14;001;0001 ;0020; ;9002;243
14;001;0001 ;0020; ;9003;000
14;001;0001 ;0020; ;9004;008
14;001;0001 ;0020; ;9005;003
14;001;0001 ;0020; ;9006;000
14;001;0001 ;0020; ;3020;003
14;001;0001 ;0020; ;3041;008
14;001;0001 ;0020; ;3042;006
14;001;0001 ;0020; ;3048;001
14;001;0001 ;0020; ;3060;018
14;001;0001 ;0020; ;3083;009
14;001;0001 ;0020; ;3204;145
14;001;0001 ;0020; ;3275;038
14;001;0001 ;0020; ;3203;004
14;001;0001 ;0021; ;9001;350
14;001;0001 ;0021; ;9002;242
14;001;0001 ;0021; ;9003;000
14;001;0001 ;0021; ;9004;005
14;001;0001 ;0021; ;9005;003
14;001;0001 ;0021; ;9006;000
14;001;0001 ;0021; ;3020;004
14;001;0001 ;0021; ;3041;010
14;001;0001 ;0021; ;3042;004
14;001;0001 ;0021; ;3048;000
14;001;0001 ;0021; ;3060;021
14;001;0001 ;0021; ;3083;009
14;001;0001 ;0021; ;3204;142
14;001;0001 ;0021; ;3275;037
14;001;0001 ;0021; ;3203;007
14;001;0001 ;0022; ;9001;355
14;001;0001 ;0022; ;9002;238
14;001;0001 ;0022; ;9003;000
14;001;0001 ;0022; ;9004;002
14;001;0001 ;0022; ;9005;002
14;001;0001 ;0022; ;9006;000
14;001;0001 ;0022; ;3020;006
14;001;0001 ;0022; ;3041;003
14;001;0001 ;0022; ;3042;001
14;001;0001 ;0022; ;3048;004
14;001;0001 ;0022; ;3060;016
14;001;0001 ;0022; ;3083;011
14;001;0001 ;0022; ;3204;139
14;001;0001 ;0022; ;3275;041
14;001;0001 ;0022; ;3203;013
14;001;0001 ;0023; ;9001;350
14;001;0001 ;0023; ;9002;231
14;001;0001 ;0023; ;9003;000
14;001;0001 ;0023; ;9004;003
14;001;0001 ;0023; ;9005;001
14;001;0001 ;0023; ;9006;000
14;001;0001 ;0023; ;3020;004
14;001;0001 ;0023; ;3041;004
14;001;0001 ;0023; ;3042;002
14;001;0001 ;0023; ;3048;004
14;001;0001 ;0023; ;3060;019
14;001;0001 ;0023; ;3083;014
14;001;0001 ;0023; ;3204;142
14;001;0001 ;0023; ;3275;030
14;001;0001 ;0023; ;3203;008
14;001;0001 ;0024; ;9001;352
14;001;0001 ;0024; ;9002;230
14;001;0001 ;0024; ;9003;000
14;001;0001 ;0024; ;9004;006
14;001;0001 ;0024; ;9005;001
14;001;0001 ;0024; ;9006;000
14;001;0001 ;0024; ;3020;005
14;001;0001 ;0024; ;3041;011
14;001;0001 ;0024; ;3042;002
14;001;0001 ;0024; ;3048;003
14;001;0001 ;0024; ;3060;023
14;001;0001 ;0024; ;3083;013
14;001;0001 ;0024; ;3204;124
14;001;0001 ;0024; ;3275;030
14;001;0001 ;0024; ;3203;012
14;001;0001 ;0025; ;9001;350
14;001;0001 ;0025; ;9002;231
14;001;0001 ;0025; ;9003;000
14;001;0001 ;0025; ;9004;000
14;001;0001 ;0025; ;9005;005
14;001;0001 ;0025; ;9006;000
14;001;0001 ;0025; ;3020;008
14;001;0001 ;0025; ;3041;004
14;001;0001 ;0025; ;3042;005
14;001;0001 ;0025; ;3048;002
14;001;0001 ;0025; ;3060;021
14;001;0001 ;0025; ;3083;009
14;001;0001 ;0025; ;3204;157
14;001;0001 ;0025; ;3275;032
14;001;0001 ;0025; ;3203;002
14;001;0001 ;0026; ;9001;350
14;001;0001 ;0026; ;9002;247
14;001;0001 ;0026; ;9003;000
14;001;0001 ;0026; ;9004;015
14;001;0001 ;0026; ;9005;002
14;001;0001 ;0026; ;9006;000
14;001;0001 ;0026; ;3020;004
14;001;0001 ;0026; ;3041;006
14;001;0001 ;0026; ;3042;007
14;001;0001 ;0026; ;3048;003
14;001;0001 ;0026; ;3060;012
14;001;0001 ;0026; ;3083;011
14;001;0001 ;0026; ;3204;141
14;001;0001 ;0026; ;3275;037
14;001;0001 ;0026; ;3203;009
14;001;0001 ;0027; ;9001;350
14;001;0001 ;0027; ;9002;000
14;001;0001 ;0027; ;9003;000
14;001;0001 ;0027; ;9004;005
14;001;0001 ;0027; ;9005;001
14;001;0001 ;0027; ;9006;000
14;001;0001 ;0027; ;3020;004
14;001;0001 ;0027; ;3041;008
14;001;0001 ;0027; ;3042;007
14;001;0001 ;0027; ;3048;001
14;001;0001 ;0027; ;3060;018
14;001;0001 ;0027; ;3083;012
14;001;0001 ;0027; ;3204;122
14;001;0001 ;0027; ;3275;038
14;001;0001 ;0027; ;3203;006
14;001;0001 ;0028; ;9001;355
14;001;0001 ;0028; ;9002;246
14;001;0001 ;0028; ;9003;000
14;001;0001 ;0028; ;9004;002
14;001;0001 ;0028; ;9005;005
14;001;0001 ;0028; ;9006;000
14;001;0001 ;0028; ;3020;011
14;001;0001 ;0028; ;3041;010
14;001;0001 ;0028; ;3042;007
14;001;0001 ;0028; ;3048;001
14;001;0001 ;0028; ;3060;016
14;001;0001 ;0028; ;3083;007
14;001;0001 ;0028; ;3204;133
14;001;0001 ;0028; ;3275;050
14;001;0001 ;0028; ;3203;004
14;001;0001 ;0029; ;9001;350
14;001;0001 ;0029; ;9002;242
14;001;0001 ;0029; ;9003;000
14;001;0001 ;0029; ;9004;007
14;001;0001 ;0029; ;9005;002
14;001;0001 ;0029; ;9006;000
14;001;0001 ;0029; ;3020;004
14;001;0001 ;0029; ;3041;004
14;001;0001 ;0029; ;3042;000
14;001;0001 ;0029; ;3048;001
14;001;0001 ;0029; ;3060;017
14;001;0001 ;0029; ;3083;008
14;001;0001 ;0029; ;3204;161
14;001;0001 ;0029; ;3275;030
14;001;0001 ;0029; ;3203;008
14;001;0001 ;0030; ;9001;350
14;001;0001 ;0030; ;9002;216
14;001;0001 ;0030; ;9003;000
14;001;0001 ;0030; ;9004;003
14;001;0001 ;0030; ;9005;004
14;001;0001 ;0030; ;9006;000
14;001;0001 ;0030; ;3020;001
14;001;0001 ;0030; ;3041;006
14;001;0001 ;0030; ;3042;002
14;001;0001 ;0030; ;3048;002
14;001;0001 ;0030; ;3060;017
14;001;0001 ;0030; ;3083;011
14;001;0001 ;0030; ;3204;116
14;001;0001 ;0030; ;3275;047
14;001;0001 ;0030; ;3203;007
14;001;0001 ;0031; ;9001;350
14;001;0001 ;0031; ;9002;243
14;001;0001 ;0031; ;9003;000
14;001;0001 ;0031; ;9004;004
14;001;0001 ;0031; ;9005;003
14;001;0001 ;0031; ;9006;000
14;001;0001 ;0031; ;3020;002
14;001;0001 ;0031; ;3041;005
14;001;0001 ;0031; ;3042;006
14;001;0001 ;0031; ;3048;001
14;001;0001 ;0031; ;3060;012
14;001;0001 ;0031; ;3083;008
14;001;0001 ;0031; ;3204;149
14;001;0001 ;0031; ;3275;046
14;001;0001 ;0031; ;3203;007
14;001;0001 ;0032; ;9001;350
14;001;0001 ;0032; ;9002;228
14;001;0001 ;0032; ;9003;000
14;001;0001 ;0032; ;9004;004
14;001;0001 ;0032; ;9005;000
14;001;0001 ;0032; ;9006;000
14;001;0001 ;0032; ;3020;006
14;001;0001 ;0032; ;3041;010
14;001;0001 ;0032; ;3042;006
14;001;0001 ;0032; ;3048;001
14;001;0001 ;0032; ;3060;022
14;001;0001 ;0032; ;3083;010
14;001;0001 ;0032; ;3204;125
14;001;0001 ;0032; ;3275;037
14;001;0001 ;0032; ;3203;007
14;001;0001 ;0033; ;9001;353
14;001;0001 ;0033; ;9002;216
14;001;0001 ;0033; ;9003;000
14;001;0001 ;0033; ;9004;002
14;001;0001 ;0033; ;9005;001
14;001;0001 ;0033; ;9006;000
14;001;0001 ;0033; ;3020;010
14;001;0001 ;0033; ;3041;008
14;001;0001 ;0033; ;3042;001
14;001;0001 ;0033; ;3048;004
14;001;0001 ;0033; ;3060;017
14;001;0001 ;0033; ;3083;007
14;001;0001 ;0033; ;3204;124
14;001;0001 ;0033; ;3275;033
14;001;0001 ;0033; ;3203;009
14;001;0001 ;0034; ;9001;351
14;001;0001 ;0034; ;9002;230
14;001;0001 ;0034; ;9003;000
14;001;0001 ;0034; ;9004;003
14;001;0001 ;0034; ;9005;001
14;001;0001 ;0034; ;9006;000
14;001;0001 ;0034; ;3020;003
14;001;0001 ;0034; ;3041;006
14;001;0001 ;0034; ;3042;002
14;001;0001 ;0034; ;3048;001
14;001;0001 ;0034; ;3060;010
14;001;0001 ;0034; ;3083;008
14;001;0001 ;0034; ;3204;140
14;001;0001 ;0034; ;3275;045
14;001;0001 ;0034; ;3203;011
14;001;0001 ;0035; ;9001;355
14;001;0001 ;0035; ;9002;234
14;001;0001 ;0035; ;9003;000
14;001;0001 ;0035; ;9004;005
14;001;0001 ;0035; ;9005;002
14;001;0001 ;0035; ;9006;000
14;001;0001 ;0035; ;3020;001
14;001;0001 ;0035; ;3041;007
14;001;0001 ;0035; ;3042;002
14;001;0001 ;0035; ;3048;000
14;001;0001 ;0035; ;3060;020
14;001;0001 ;0035; ;3083;009
14;001;0001 ;0035; ;3204;141
14;001;0001 ;0035; ;3275;039
14;001;0001 ;0035; ;3203;008
14;001;0001 ;0036; ;9001;350
14;001;0001 ;0036; ;9002;243
14;001;0001 ;0036; ;9003;000
14;001;0001 ;0036; ;9004;006
14;001;0001 ;0036; ;9005;005
14;001;0001 ;0036; ;9006;000
14;001;0001 ;0036; ;3020;002
14;001;0001 ;0036; ;3041;008
14;001;0001 ;0036; ;3042;004
14;001;0001 ;0036; ;3048;003
